cart_id,user_id,product_id,quantity,cart_date
1400,45,68,5,2023-09-21 23:58:54
1401,207,103,3,2021-12-30 14:04:54
1402,233,141,1,2021-06-24 13:58:47
1403,392,138,4,2021-03-25 02:00:47
1404,360,91,5,2021-07-21 00:49:08
1405,231,275,5,2022-05-27 08:15:38
1406,143,70,5,2022-06-01 12:57:40
1407,289,22,4,2022-11-05 06:18:58
1408,448,161,5,2022-12-07 17:57:00
1409,386,86,4,2021-02-21 18:46:36
1410,414,107,1,2021-12-12 03:20:05
1411,363,293,2,2021-02-20 07:51:45
1412,429,60,2,2022-12-29 21:02:17
1413,121,123,3,2021-07-28 09:25:42
1414,83,252,4,2023-06-19 12:59:41
1415,426,156,5,2022-08-05 16:49:13
1416,446,94,3,2023-12-10 08:42:26
1417,404,143,3,2023-12-15 14:32:44
1418,458,187,1,2023-07-21 18:48:42
1419,431,83,4,2023-05-30 06:19:22
1420,207,259,2,2021-04-15 21:16:43
1421,351,160,4,2022-09-08 04:59:21
1422,91,166,3,2021-05-20 22:49:49
1423,53,48,3,2021-10-06 20:19:01
1424,298,127,2,2022-01-11 12:27:33
1425,82,157,4,2023-07-07 18:43:06
1426,174,24,5,2023-11-24 20:42:46
1427,405,288,2,2022-09-09 17:46:12
1428,43,177,1,2021-03-14 21:23:44
1429,497,13,4,2021-10-07 08:45:16
1430,499,219,2,2021-04-27 03:40:27
1431,374,51,4,2021-11-04 19:29:02
1432,91,134,5,2021-03-04 08:08:06
1433,418,27,1,2022-08-17 01:46:04
1434,473,135,2,2022-08-08 06:54:02
1435,294,113,5,2023-08-23 04:29:11
1436,337,7,1,2023-09-13 16:45:33
1437,276,296,1,2022-11-27 16:26:25
1438,318,155,2,2023-05-02 07:50:54
1439,217,162,4,2022-04-07 09:22:28
1440,341,216,1,2022-03-22 15:26:33
1441,255,169,1,2023-11-17 19:14:00
1442,416,197,2,2021-04-30 06:29:29
1443,464,150,4,2023-01-29 15:13:14
1444,106,269,2,2021-03-23 12:42:13
1445,20,130,4,2023-10-08 19:31:39
1446,302,5,5,2023-01-12 08:05:58
1447,176,14,1,2023-12-09 07:35:06
1448,30,104,1,2023-10-03 10:13:30
1449,475,62,3,2021-03-10 02:28:36
1450,261,37,4,2021-11-23 13:12:55
1451,225,284,4,2021-01-16 06:32:44
1452,339,46,1,2022-02-17 13:18:16
1453,346,231,2,2023-09-20 15:57:22
1454,176,133,5,2022-09-09 02:57:20
1455,49,191,2,2021-11-04 12:58:21
1456,394,103,2,2023-02-09 22:33:17
1457,377,68,4,2023-02-11 19:35:25
1458,215,7,3,2023-03-19 06:22:06
1459,301,25,1,2022-08-13 18:38:35
1460,209,234,3,2021-09-17 05:53:20
1461,423,66,3,2023-03-23 16:45:32
1462,232,176,1,2023-10-06 04:50:30
1463,305,163,4,2022-04-17 21:08:27
1464,92,93,4,2022-08-02 02:45:30
1465,151,160,1,2021-12-07 21:59:12
1466,440,69,5,2023-07-15 12:57:16
1467,88,177,4,2022-11-22 11:42:38
1468,395,175,1,2023-06-28 00:09:27
1469,339,161,1,2022-04-10 08:26:52
1470,344,91,1,2022-02-11 04:06:24
1471,339,223,5,2023-03-06 00:44:55
1472,43,145,1,2023-04-21 17:44:53
1473,300,175,2,2023-09-05 17:59:55
1474,464,156,1,2021-03-09 18:21:37
1475,285,94,1,2022-04-09 04:53:43
1476,232,217,2,2022-07-05 11:35:51
1477,78,118,4,2021-04-15 09:41:00
1478,165,115,5,2023-06-06 12:22:47
1479,166,173,4,2023-09-25 03:05:37
1480,374,138,3,2023-04-22 08:30:57
1481,253,101,5,2023-06-20 04:44:25
1482,325,261,5,2022-08-24 13:14:21
1483,475,62,3,2023-03-04 10:25:39
1484,61,172,1,2023-06-10 16:51:11
1485,236,256,1,2023-05-31 19:49:58
1486,297,15,1,2023-07-23 06:46:08
1487,240,149,2,2021-02-14 00:32:21
1488,336,142,3,2023-05-28 17:51:04
1489,44,71,5,2022-12-22 06:04:34
1490,30,18,3,2022-12-03 22:31:32
1491,477,190,2,2023-02-21 03:08:40
1492,481,40,1,2021-05-03 04:36:35
1493,181,170,2,2022-04-27 02:23:21
1494,19,22,4,2023-08-25 07:00:32
1495,378,79,5,2021-12-20 18:53:56
1496,324,266,5,2022-09-24 01:18:39
1497,463,91,5,2022-12-10 20:05:59
1498,61,21,5,2023-03-25 05:39:52
1499,488,25,5,2023-03-25 16:19:28
1500,21,286,5,2022-11-15 18:27:31
1501,345,2,2,2023-05-27 23:28:03
1502,438,68,1,2021-04-03 12:16:40
1503,85,2,3,2021-12-23 18:20:12
1504,136,130,5,2023-02-25 02:05:56
1505,105,41,3,2023-09-17 23:16:06
1506,447,231,2,2023-02-09 19:42:09
1507,180,90,4,2023-05-08 17:38:15
1508,73,126,4,2021-12-07 13:36:36
1509,50,297,4,2021-09-28 07:33:20
1510,358,7,4,2023-04-20 12:15:21
1511,135,90,1,2023-09-16 08:23:32
1512,246,204,4,2022-12-01 17:02:55
1513,469,138,5,2023-02-07 03:14:50
1514,323,147,3,2023-09-17 18:53:39
1515,408,5,4,2021-02-12 07:33:17
1516,181,69,4,2022-09-06 03:06:13
1517,473,86,5,2021-02-07 21:21:40
1518,106,274,4,2022-11-17 16:21:43
1519,365,7,5,2022-05-23 22:27:37
1520,61,265,5,2023-12-14 18:54:00
1521,239,292,1,2023-05-20 01:50:01
1522,74,13,5,2021-05-30 22:02:15
1523,320,202,2,2022-09-01 07:03:42
1524,331,191,3,2023-01-08 19:31:34
1525,274,291,1,2022-12-26 12:25:45
1526,317,99,2,2022-05-13 00:58:02
1527,148,296,1,2021-10-07 01:12:10
1528,217,40,4,2023-01-19 03:35:05
1529,198,250,3,2021-08-19 16:12:15
1530,409,116,4,2022-02-20 15:40:49
1531,401,111,4,2023-03-12 22:05:21
1532,462,109,4,2021-12-03 02:10:41
1533,200,70,5,2023-04-15 19:18:09
1534,28,119,5,2021-03-02 02:03:41
1535,56,133,3,2021-12-27 19:14:35
1536,154,32,4,2021-11-26 15:27:44
1537,304,201,3,2021-11-30 01:26:21
1538,423,127,5,2021-11-01 03:12:01
1539,487,4,3,2021-11-11 14:23:03
1540,343,167,5,2021-07-02 08:48:04
1541,197,210,2,2022-11-25 03:12:44
1542,205,28,2,2021-05-09 08:58:40
1543,425,150,4,2022-02-13 23:58:00
1544,491,245,1,2023-09-29 05:15:21
1545,429,259,1,2023-06-07 10:09:52
1546,106,190,1,2023-08-31 01:32:41
1547,464,109,3,2022-09-12 08:02:12
1548,455,209,5,2021-01-15 16:56:23
1549,425,197,3,2023-10-23 16:56:13
1550,239,168,3,2022-09-12 11:47:42
1551,147,22,3,2021-03-02 09:53:17
1552,237,120,1,2021-06-29 00:42:01
1553,289,246,5,2022-01-23 14:44:50
1554,416,68,5,2022-06-16 02:23:10
1555,404,138,3,2023-11-18 10:32:52
1556,365,32,1,2022-01-19 00:43:01
1557,108,214,3,2021-02-19 20:58:46
1558,495,156,2,2021-08-24 16:27:15
1559,335,3,3,2022-05-16 18:36:04
1560,34,3,4,2022-09-16 00:45:18
1561,354,107,5,2022-12-20 22:29:01
1562,60,227,5,2021-01-14 10:08:53
1563,201,233,4,2023-08-30 17:44:12
1564,487,58,4,2021-02-09 00:23:20
1565,463,152,1,2021-10-02 06:32:19
1566,119,129,3,2023-08-27 20:21:02
1567,381,144,3,2021-01-24 02:25:37
1568,327,261,2,2023-06-18 07:11:33
1569,306,220,3,2023-03-17 19:57:00
1570,5,159,5,2023-05-21 21:24:36
1571,190,9,2,2021-06-18 10:20:30
1572,149,60,5,2023-04-24 00:58:09
1573,23,97,4,2021-08-03 15:54:41
1574,35,83,2,2023-07-13 15:22:26
1575,492,177,2,2021-06-04 05:24:25
1576,208,55,3,2022-07-16 18:09:45
1577,73,225,4,2021-12-09 01:00:15
1578,359,198,1,2022-10-27 02:22:38
1579,393,235,4,2022-03-24 06:15:22
1580,493,201,3,2023-10-24 08:45:35
1581,314,182,2,2022-09-02 18:12:23
1582,425,215,3,2022-05-10 19:34:59
1583,176,4,3,2021-12-05 01:23:35
1584,64,299,5,2022-08-20 00:48:35
1585,203,189,2,2021-04-11 22:05:37
1586,496,237,4,2023-07-16 12:34:17
1587,211,238,1,2022-01-19 17:28:55
1588,468,261,5,2022-07-25 20:47:07
1589,32,50,4,2022-09-07 13:48:20
1590,453,31,2,2022-03-21 12:51:52
1591,239,141,3,2022-06-07 22:19:11
1592,73,101,1,2022-07-11 12:44:40
1593,493,93,5,2022-09-11 00:30:43
1594,320,236,2,2022-07-05 14:38:06
1595,494,273,2,2022-02-11 21:13:36
1596,405,19,5,2022-07-31 13:54:26
1597,47,151,1,2023-07-29 03:44:41
1598,281,25,2,2023-11-10 00:43:25
1599,297,15,3,2023-11-07 19:18:55
1600,308,235,3,2023-01-24 16:41:22
1601,279,251,2,2021-05-06 16:27:33
1602,181,292,1,2021-02-11 05:10:16
1603,412,205,4,2023-01-27 16:00:08
1604,143,40,1,2023-04-27 00:24:38
1605,214,215,1,2021-10-31 20:00:31
1606,217,280,4,2023-06-01 19:16:23
1607,179,42,3,2023-03-02 01:37:11
1608,175,200,5,2023-06-15 13:22:10
1609,44,196,3,2023-06-10 05:00:54
1610,386,222,5,2021-05-20 18:07:19
1611,303,266,4,2021-01-05 01:04:01
1612,213,284,2,2021-10-29 23:25:27
1613,361,101,2,2023-05-07 05:19:49
1614,432,278,5,2022-11-06 09:16:09
1615,234,218,4,2023-02-05 22:49:51
1616,319,106,1,2023-10-16 20:51:24
1617,177,21,5,2021-07-02 06:18:42
1618,61,110,2,2023-12-12 21:39:50
1619,443,41,3,2021-01-01 17:29:16
1620,363,229,5,2023-01-03 14:26:47
1621,72,194,5,2022-08-21 12:06:00
1622,474,218,3,2022-08-09 09:36:21
1623,392,282,2,2022-11-11 19:43:15
1624,483,203,1,2021-09-27 18:02:11
1625,219,150,5,2021-01-19 07:17:42
1626,419,139,1,2022-12-11 22:43:49
1627,190,19,4,2023-10-15 12:26:55
1628,12,177,4,2023-09-15 03:03:33
1629,260,35,1,2023-01-15 08:31:04
1630,314,63,4,2021-09-20 17:02:30
1631,482,277,4,2023-11-28 08:58:17
1632,290,138,1,2023-03-23 23:49:22
1633,486,41,4,2023-04-05 21:41:03
1634,356,44,2,2021-10-17 02:16:39
1635,205,172,3,2023-06-08 10:32:18
1636,246,94,5,2021-04-07 01:04:18
1637,28,75,4,2021-03-10 06:17:53
1638,419,151,2,2023-04-19 23:33:38
1639,71,212,1,2023-09-24 19:26:51
1640,233,116,2,2021-06-07 01:45:40
1641,439,190,1,2021-04-20 13:45:08
1642,260,166,3,2023-04-05 08:03:44
1643,384,37,1,2021-07-15 15:22:33
1644,66,1,3,2023-01-23 17:26:08
1645,364,59,4,2021-03-03 09:20:37
1646,196,32,4,2022-11-02 01:26:15
1647,424,122,5,2023-11-24 16:37:26
1648,48,194,4,2023-03-15 18:43:56
1649,455,104,3,2021-05-19 02:33:05
1650,376,79,4,2023-07-28 01:17:10
1651,452,37,2,2023-06-19 21:23:02
1652,489,89,5,2023-07-12 00:27:19
1653,427,209,1,2022-04-02 07:30:27
1654,83,29,5,2023-01-28 04:40:42
1655,7,188,2,2022-10-28 15:18:40
1656,432,182,2,2021-03-02 20:12:27
1657,299,250,3,2021-07-16 18:34:01
1658,191,296,2,2022-01-21 08:08:40
1659,24,75,5,2022-06-19 20:36:26
1660,359,133,1,2021-11-30 11:58:24
1661,276,298,1,2021-02-26 07:05:10
1662,208,52,4,2022-03-19 20:37:35
1663,57,125,2,2022-01-24 12:29:58
1664,223,271,1,2022-11-17 22:55:17
1665,345,68,5,2022-08-20 01:07:34
1666,276,63,1,2021-04-21 09:53:20
1667,437,232,1,2022-08-25 12:49:13
1668,498,159,5,2022-01-24 05:30:22
1669,395,100,2,2021-10-10 12:34:14
1670,194,77,5,2022-07-19 01:04:21
1671,85,16,4,2021-11-06 11:34:23
1672,373,200,3,2021-07-20 15:00:25
1673,40,66,3,2023-04-26 17:52:23
1674,20,34,4,2023-10-24 17:09:44
1675,354,142,3,2022-06-21 22:00:17
1676,2,2,1,2022-02-07 06:12:22
1677,158,287,5,2022-03-29 02:31:15
1678,195,33,2,2023-07-05 10:06:47
1679,159,50,5,2023-07-15 14:04:41
1680,334,219,2,2021-10-26 00:51:29
1681,128,269,2,2021-03-13 07:32:04
1682,240,3,4,2022-06-06 12:53:13
1683,422,93,3,2021-01-03 02:29:35
1684,167,270,1,2022-12-12 08:09:45
1685,319,292,1,2022-05-15 19:43:23
1686,260,124,5,2021-10-21 23:13:08
1687,285,285,2,2021-03-13 13:15:53
1688,98,218,3,2022-07-24 18:23:09
1689,264,298,1,2023-09-29 07:46:54
1690,404,2,1,2022-01-26 22:16:05
1691,463,64,1,2021-07-02 18:53:05
1692,60,164,5,2022-05-25 06:52:02
1693,94,275,1,2022-05-18 16:45:29
1694,70,298,4,2021-05-30 09:32:04
1695,230,207,5,2023-08-21 10:58:20
1696,470,203,4,2023-05-05 09:07:36
1697,261,112,4,2023-01-20 23:19:50
1698,56,100,1,2023-03-06 05:26:16
1699,466,106,5,2023-07-20 05:18:51
1700,247,151,1,2023-04-25 14:17:15
1701,168,289,3,2022-05-03 00:34:37
1702,25,166,3,2022-11-03 16:59:41
1703,49,223,4,2023-01-13 12:54:22
1704,322,119,1,2021-09-01 12:27:12
1705,13,156,5,2022-04-26 01:59:23
1706,116,68,1,2023-09-07 11:46:59
1707,242,203,3,2023-01-24 01:47:48
1708,30,146,2,2022-06-26 02:52:52
1709,460,225,3,2021-04-17 07:52:49
1710,202,164,1,2023-01-09 08:43:31
1711,133,293,4,2022-08-23 19:09:31
1712,288,88,4,2021-12-14 18:49:45
1713,263,131,5,2023-12-28 01:38:30
1714,357,6,3,2023-10-30 04:32:47
1715,230,183,1,2021-05-31 15:24:15
1716,36,244,3,2021-05-29 09:03:01
1717,387,102,4,2022-06-14 22:34:53
1718,459,115,5,2023-06-16 09:42:30
1719,240,152,4,2023-06-22 19:54:10
1720,30,60,2,2021-04-08 00:03:28
1721,373,44,3,2023-02-21 01:20:10
1722,30,224,4,2021-04-23 01:18:09
1723,99,178,1,2021-05-23 08:31:46
1724,473,243,4,2022-06-03 19:06:54
1725,291,154,2,2023-11-10 12:27:00
1726,498,156,1,2021-02-11 05:42:15
1727,323,39,2,2021-11-30 01:56:52
1728,457,123,3,2021-11-24 12:05:18
1729,105,181,3,2023-05-27 00:57:51
1730,6,44,2,2021-11-20 15:43:18
1731,291,296,1,2023-08-30 00:14:06
1732,413,93,1,2021-07-22 19:08:56
1733,15,20,3,2023-04-07 06:05:26
1734,343,39,5,2023-01-10 18:47:33
1735,416,260,4,2022-05-27 05:17:01
1736,309,269,3,2023-10-28 00:20:37
1737,62,148,5,2023-11-30 03:40:04
1738,309,226,4,2023-02-16 20:14:37
1739,6,218,2,2021-09-07 12:27:22
1740,466,111,3,2022-05-29 22:12:21
1741,465,133,5,2023-06-17 04:05:48
1742,168,45,3,2023-02-19 22:22:48
1743,13,15,2,2023-05-05 21:27:39
1744,456,37,1,2022-06-21 14:39:21
1745,259,6,2,2021-03-14 21:36:57
1746,325,230,4,2021-07-25 16:38:37
1747,272,90,4,2023-09-23 07:40:42
1748,88,144,3,2023-07-30 06:04:48
1749,48,177,2,2023-05-07 07:35:33
1750,105,287,4,2022-01-14 18:15:50
1751,262,185,1,2021-11-06 06:25:35
1752,417,73,5,2022-07-07 13:03:08
1753,162,262,5,2022-10-14 18:56:03
1754,430,60,1,2023-04-01 02:00:52
1755,229,182,3,2023-09-03 06:30:47
1756,2,149,5,2022-03-07 04:51:03
1757,260,173,4,2021-08-19 07:20:27
1758,206,186,3,2021-01-28 01:01:56
1759,371,33,1,2022-06-28 12:19:50
1760,248,282,2,2021-09-10 09:09:35
1761,145,62,5,2022-03-05 02:21:18
1762,392,2,5,2021-10-02 19:22:01
1763,244,56,2,2023-01-15 22:30:49
1764,96,194,5,2023-02-06 14:03:56
1765,473,114,3,2022-05-02 07:53:24
1766,335,73,5,2021-02-27 19:23:17
1767,434,58,5,2021-06-17 18:38:17
1768,201,242,1,2023-07-09 05:53:42
1769,481,269,2,2023-07-10 12:51:03
1770,244,193,5,2022-07-03 19:30:21
1771,457,122,4,2021-08-28 13:06:59
1772,427,197,1,2023-11-29 02:17:04
1773,69,115,1,2023-04-05 08:36:31
1774,94,284,3,2022-06-14 01:56:52
1775,404,297,5,2022-10-12 20:07:29
1776,406,75,5,2022-09-26 14:13:10
1777,407,216,5,2021-12-25 09:08:47
1778,346,101,2,2021-04-21 13:14:13
1779,346,106,3,2022-08-30 17:13:20
1780,243,87,1,2021-11-02 04:07:55
1781,53,74,2,2022-03-23 06:58:14
1782,284,109,3,2022-06-15 06:44:30
1783,119,175,5,2022-08-01 00:25:03
1784,331,68,1,2022-03-22 01:01:50
1785,202,92,3,2022-03-26 19:53:01
1786,198,77,3,2022-11-22 09:51:27
1787,211,243,4,2023-09-27 20:51:01
1788,349,79,3,2021-07-05 19:05:55
1789,249,271,4,2023-09-09 18:56:12
1790,153,150,1,2022-05-15 18:38:45
1791,164,260,4,2022-10-28 01:59:21
1792,205,44,4,2023-10-02 16:01:12
1793,217,269,5,2022-04-19 16:12:31
1794,397,25,2,2022-05-01 18:06:52
1795,90,1,4,2021-10-29 04:19:15
1796,299,4,5,2022-03-08 13:19:28
1797,296,79,1,2023-07-25 10:05:01
1798,259,100,4,2023-06-07 05:20:56
1799,288,228,3,2023-06-28 07:55:01
1800,271,239,5,2022-08-10 07:36:39
1801,116,265,1,2022-08-28 00:29:18
1802,273,155,4,2021-01-04 07:20:08
1803,447,287,3,2023-11-27 20:46:50
1804,287,290,3,2021-03-25 08:26:07
1805,96,280,5,2023-05-15 00:50:30
1806,210,122,2,2022-08-25 21:02:50
1807,12,114,2,2021-04-17 23:34:55
1808,65,121,5,2023-11-19 19:24:51
1809,281,231,3,2022-01-03 18:53:42
1810,113,246,2,2021-05-16 02:09:33
1811,126,162,3,2023-01-04 23:11:52
1812,52,146,1,2022-03-09 03:50:22
1813,86,145,4,2023-04-26 09:21:14
1814,224,6,5,2023-04-15 14:04:09
1815,63,268,3,2022-11-24 11:48:43
1816,390,258,2,2023-09-30 22:11:48
1817,163,290,3,2021-01-04 16:58:37
1818,436,188,2,2022-11-04 10:02:32
1819,487,149,3,2021-12-02 04:17:10
1820,255,207,4,2023-02-20 14:25:28
1821,458,117,5,2022-07-29 03:39:39
1822,480,248,1,2022-01-18 18:54:19
1823,117,199,1,2022-11-14 04:13:27
1824,326,285,5,2023-07-31 00:55:42
1825,156,51,2,2023-10-31 06:12:51
1826,111,159,3,2022-02-18 17:36:24
1827,383,193,1,2021-11-19 05:45:25
1828,429,279,3,2021-08-01 18:42:43
1829,141,173,1,2022-08-31 09:25:56
1830,129,139,3,2023-04-08 05:49:44
1831,400,83,5,2022-01-12 18:43:51
1832,151,181,4,2021-01-04 19:01:25
1833,34,169,3,2022-01-23 18:55:10
1834,293,120,1,2021-04-16 19:03:35
1835,385,64,5,2023-10-04 10:52:51
1836,10,235,2,2021-04-27 14:41:47
1837,469,151,3,2021-06-08 11:41:45
1838,329,202,1,2022-03-20 15:35:48
1839,67,77,3,2022-11-04 12:01:21
1840,263,143,4,2022-08-16 19:18:23
1841,266,256,1,2021-06-28 09:34:03
1842,321,204,4,2022-11-19 05:35:44
1843,361,221,5,2021-05-21 08:36:22
1844,287,147,3,2021-04-21 21:57:06
1845,23,122,2,2021-10-19 16:12:22
1846,276,68,3,2022-11-29 11:51:38
1847,205,108,3,2022-04-18 03:45:49
1848,153,86,1,2022-09-29 04:56:57
1849,78,247,3,2021-12-07 13:50:19
1850,244,70,2,2023-10-04 20:23:10
1851,3,14,2,2021-11-29 20:12:55
1852,88,207,4,2021-09-25 12:11:49
1853,319,25,2,2021-08-29 03:27:03
1854,218,16,5,2022-08-07 07:56:01
1855,332,277,2,2021-06-06 23:39:20
1856,234,153,5,2023-05-15 06:46:43
1857,99,130,3,2021-04-26 08:26:50
1858,107,274,2,2022-07-12 13:00:55
1859,141,121,1,2022-05-12 14:54:27
1860,196,182,4,2022-10-26 18:18:01
1861,393,6,1,2021-09-01 18:29:26
1862,442,256,4,2023-11-06 04:51:24
1863,468,234,3,2022-09-25 17:20:37
1864,425,125,4,2021-07-22 00:49:41
1865,44,76,2,2023-06-03 08:24:17
1866,80,15,5,2023-06-04 14:06:37
1867,221,54,5,2022-09-09 15:30:40
1868,357,295,3,2023-01-23 10:03:31
1869,229,236,5,2021-01-22 19:52:55
1870,498,4,5,2022-10-09 10:09:15
1871,187,48,3,2021-04-27 11:21:21
1872,93,225,1,2021-07-18 16:45:49
1873,210,6,1,2023-07-04 20:01:39
1874,412,86,4,2023-03-22 01:01:18
1875,228,288,5,2022-08-25 02:11:48
1876,387,294,1,2022-07-19 09:58:05
1877,107,25,5,2021-11-23 15:57:10
1878,420,185,4,2023-04-24 18:04:36
1879,464,144,1,2022-01-20 17:41:22
1880,303,148,3,2022-05-23 17:28:17
1881,117,157,4,2023-08-08 08:21:30
1882,138,80,2,2023-09-20 13:35:54
1883,201,262,2,2022-10-03 10:39:09
1884,163,155,3,2022-10-23 22:00:27
1885,424,95,5,2022-04-20 20:26:12
1886,435,41,3,2023-05-22 22:36:45
1887,399,289,4,2022-10-23 05:11:46
1888,224,166,5,2023-08-19 16:39:40
1889,331,237,3,2021-05-29 14:39:47
1890,445,233,3,2022-12-02 20:21:19
1891,425,47,2,2022-10-19 16:55:41
1892,430,248,4,2021-05-02 14:47:25
1893,252,275,1,2021-02-07 09:33:22
1894,103,141,3,2021-09-14 04:57:34
1895,249,229,5,2022-05-03 03:34:43
1896,473,117,2,2021-07-07 05:45:45
1897,218,79,3,2022-11-07 09:27:39
1898,102,62,5,2023-01-02 19:08:35
1899,168,62,2,2021-06-15 09:08:31
1900,423,140,1,2022-06-01 20:28:36
1901,462,158,2,2023-07-26 19:03:57
1902,107,229,3,2021-11-06 00:35:57
1903,98,93,3,2023-02-14 04:17:47
1904,23,287,3,2022-07-11 09:03:54
1905,132,9,5,2021-05-22 18:14:44
1906,392,159,4,2023-08-21 16:37:26
1907,31,130,4,2023-07-22 22:18:41
1908,36,215,2,2023-09-13 15:17:08
1909,226,300,5,2021-09-24 20:40:41
1910,454,168,2,2022-07-06 12:26:08
1911,23,277,4,2023-03-03 23:21:35
1912,484,124,1,2021-07-13 09:40:14
1913,303,7,1,2021-07-26 17:43:23
1914,286,197,3,2022-04-28 01:12:43
1915,1,144,1,2023-12-15 06:26:42
1916,90,73,2,2023-05-10 06:29:32
1917,316,241,4,2022-09-14 15:28:18
1918,377,51,2,2021-12-14 02:46:40
1919,342,221,2,2023-05-20 06:17:25
1920,246,295,2,2022-12-10 17:49:09
1921,362,58,5,2021-12-19 20:53:44
1922,309,153,5,2023-04-18 21:58:15
1923,450,236,2,2023-06-27 20:06:51
1924,233,295,1,2023-06-04 16:51:13
1925,30,192,4,2023-05-16 23:20:24
1926,209,273,5,2022-01-21 01:50:14
1927,373,282,4,2023-11-07 09:48:22
1928,488,80,3,2021-07-28 05:02:47
1929,264,97,3,2023-09-11 20:44:53
1930,110,241,4,2022-08-14 16:28:33
1931,309,214,3,2021-04-05 06:24:38
1932,269,203,3,2023-01-16 06:06:33
1933,201,297,4,2021-07-12 07:04:04
1934,177,185,5,2022-04-16 08:39:40
1935,233,228,1,2023-11-13 00:13:27
1936,50,59,3,2022-08-14 06:03:23
1937,429,275,1,2022-03-01 11:31:52
1938,315,219,4,2021-07-28 04:01:17
1939,74,116,2,2021-12-05 05:50:21
1940,476,237,3,2023-12-20 02:29:55
1941,165,236,3,2023-07-12 09:27:31
1942,463,33,5,2022-09-29 11:58:58
1943,322,270,1,2022-03-14 11:01:09
1944,242,275,4,2022-12-11 04:43:18
1945,481,36,3,2021-01-03 11:03:51
1946,436,113,4,2021-10-02 13:24:49
1947,462,210,3,2022-01-20 01:18:01
1948,301,83,4,2021-09-25 20:47:34
1949,15,246,2,2023-05-01 10:32:25
1950,36,61,5,2023-02-04 00:56:10
1951,98,42,2,2022-06-04 19:12:05
1952,17,167,5,2023-04-05 16:45:28
1953,327,82,3,2021-04-15 00:40:05
1954,11,63,5,2023-03-19 21:55:41
1955,357,194,1,2023-07-13 19:13:49
1956,184,256,5,2021-03-23 07:05:14
1957,337,4,1,2021-07-11 00:26:50
1958,174,266,2,2022-11-15 00:49:11
1959,36,189,1,2022-05-26 12:49:06
1960,139,250,1,2023-04-16 16:59:37
1961,466,147,4,2021-07-31 06:54:30
1962,327,209,5,2023-03-12 04:31:49
1963,344,139,1,2021-08-27 08:34:24
1964,469,264,3,2021-06-07 18:42:36
1965,163,249,3,2021-05-16 18:41:28
1966,350,199,5,2022-02-26 17:48:28
1967,410,59,5,2023-06-15 01:37:58
1968,379,181,1,2021-08-11 03:07:57
1969,148,40,2,2022-03-06 13:06:46
1970,398,72,5,2022-05-11 05:59:15
1971,249,124,3,2021-06-13 03:16:51
1972,460,241,5,2022-03-15 17:18:57
1973,43,295,5,2023-09-08 05:39:28
1974,4,292,2,2023-07-23 23:45:50
1975,454,194,1,2023-11-06 08:51:20
1976,395,79,3,2021-03-29 10:07:02
1977,260,64,1,2022-03-07 13:57:11
1978,174,108,3,2023-03-14 10:26:27
1979,100,211,3,2021-04-19 14:48:55
1980,479,107,2,2022-06-28 19:50:07
1981,180,110,3,2022-02-24 16:23:07
1982,493,175,4,2023-05-16 01:33:15
1983,302,298,2,2021-04-15 08:38:59
1984,337,80,1,2023-11-24 06:45:57
1985,369,153,3,2022-10-04 08:15:34
1986,57,241,1,2023-07-12 10:00:56
1987,317,166,2,2022-05-16 11:28:07
1988,259,287,2,2023-02-19 14:49:04
1989,363,165,2,2021-04-20 18:40:43
1990,118,112,5,2021-05-21 05:32:07
1991,46,1,1,2021-10-16 04:56:14
1992,377,11,2,2022-04-26 18:05:01
1993,33,37,5,2021-08-15 04:53:09
1994,357,169,4,2022-04-12 12:47:29
1995,293,59,2,2023-10-05 09:39:08
1996,491,84,2,2021-11-20 03:07:44
1997,151,183,3,2023-08-17 05:46:25
1998,398,174,4,2023-01-16 16:43:33
1999,483,275,5,2022-06-06 13:35:21
2000,130,150,3,2022-06-04 15:36:39
2001,381,20,4,2022-05-01 10:39:31
2002,381,83,5,2021-01-07 20:37:49
2003,368,23,3,2023-05-01 18:46:09
2004,333,190,4,2021-01-04 02:10:59
2005,483,203,4,2022-12-28 02:51:41
2006,71,9,2,2021-12-10 19:01:23
2007,309,206,5,2023-04-23 15:32:31
2008,324,177,5,2022-09-25 02:55:30
2009,284,202,5,2021-08-31 15:40:17
2010,85,273,3,2023-03-21 13:50:17
2011,365,291,2,2023-11-24 02:22:08
2012,371,294,3,2021-09-11 14:08:55
2013,474,212,1,2021-07-21 20:00:05
2014,63,206,1,2021-08-19 18:26:45
2015,334,206,3,2021-11-11 09:40:34
2016,287,14,2,2021-05-19 18:51:07
2017,145,73,1,2021-11-20 03:04:27
2018,481,165,3,2023-09-20 19:01:49
2019,485,266,4,2023-11-04 13:56:52
2020,279,250,4,2023-09-19 08:03:28
2021,442,14,2,2021-04-23 12:59:18
2022,44,97,4,2023-09-24 08:59:03
2023,419,58,3,2021-01-07 16:43:47
2024,126,117,3,2021-08-21 13:47:25
2025,189,26,2,2021-07-19 02:13:47
2026,77,204,1,2023-06-25 05:35:56
2027,285,249,2,2021-02-22 14:53:56
2028,457,155,2,2022-06-08 18:24:45
2029,88,69,4,2021-06-19 22:55:44
2030,248,182,5,2022-06-15 01:48:51
2031,209,72,4,2023-07-20 01:28:47
2032,45,72,2,2022-08-18 14:34:25
2033,279,23,5,2021-01-22 08:15:59
2034,172,161,4,2022-09-07 12:25:00
