session_id,user_id,session_start,session_end,source,medium,device_category
session_680,458,2023-08-03 09:15:43,2023-08-03 09:42:43,bing,cpc,mobile
session_681,385,2022-10-18 10:20:11,2022-10-18 12:22:11,social,referral,mobile
session_682,443,2021-06-10 20:05:38,2021-06-18 16:07:11,google,referral,mobile
session_683,333,2021-09-06 23:34:01,2023-07-13 01:48:52,social,organic,desktop
session_684,354,2022-12-09 07:24:13,2022-12-09 09:10:13,direct,email,tablet
session_685,498,2021-06-30 21:28:04,2023-03-10 09:13:18,social,cpc,tablet
session_686,397,2023-08-27 17:16:16,2023-08-27 20:09:16,google,referral,tablet
session_687,404,2022-07-24 08:40:18,2023-02-06 16:01:18,bing,email,desktop
session_688,81,2021-06-20 04:41:13,2022-04-05 20:55:39,google,organic,tablet
session_689,418,2021-10-15 00:36:22,2021-10-15 02:48:22,google,organic,tablet
session_690,338,2021-02-08 07:05:15,2023-09-24 06:32:06,social,email,mobile
session_691,488,2022-07-07 10:29:38,2022-07-07 11:25:38,google,organic,tablet
session_692,26,2023-10-06 11:10:31,2023-10-06 13:05:31,bing,cpc,tablet
session_693,140,2023-04-11 08:35:23,2023-04-11 09:24:23,google,email,tablet
session_694,154,2022-09-14 13:36:46,2023-08-06 01:38:57,google,referral,mobile
session_695,291,2021-05-13 11:29:25,2021-10-11 07:09:23,social,cpc,desktop
session_696,222,2022-02-06 12:54:17,2022-08-14 14:12:07,bing,cpc,mobile
session_697,71,2021-08-18 03:21:19,2023-09-24 02:58:44,bing,email,desktop
session_698,424,2023-12-10 22:07:44,2023-12-10 22:55:44,direct,organic,tablet
session_699,179,2022-07-24 01:32:49,2022-07-24 04:05:49,bing,email,tablet
session_700,481,2021-01-23 06:00:59,2022-02-05 12:24:18,social,organic,tablet
session_701,109,2022-10-18 02:59:39,2023-02-12 22:23:28,bing,organic,tablet
session_702,60,2022-03-30 21:25:22,2022-10-13 04:34:20,bing,organic,tablet
session_703,28,2023-09-26 20:30:24,2023-09-26 22:10:24,google,cpc,mobile
session_704,132,2023-03-17 15:04:22,2023-03-17 15:06:22,google,cpc,mobile
session_705,132,2023-09-28 12:56:36,2023-09-28 13:49:36,direct,referral,tablet
session_706,105,2022-03-22 00:37:04,2023-03-11 08:33:22,bing,referral,tablet
session_707,122,2021-04-01 08:26:35,2021-04-24 09:12:40,social,cpc,mobile
session_708,37,2021-04-01 21:48:29,2022-03-26 16:36:01,bing,cpc,tablet
session_709,397,2022-05-21 05:13:14,2023-03-16 11:28:08,google,cpc,mobile
session_710,317,2022-12-06 08:54:28,2023-04-15 21:36:16,direct,email,tablet
session_711,287,2021-05-18 13:26:28,2022-03-26 02:30:37,direct,email,tablet
session_712,405,2021-12-10 11:58:05,2023-08-10 03:53:31,google,organic,mobile
session_713,396,2021-03-29 21:12:43,2023-04-22 05:06:23,google,cpc,tablet
session_714,288,2022-12-01 22:58:34,2022-12-02 01:44:34,bing,organic,desktop
session_715,154,2022-09-17 02:41:29,2023-08-28 00:19:47,google,email,desktop
session_716,7,2023-12-18 18:08:37,2023-12-18 20:44:37,bing,cpc,desktop
session_717,266,2021-06-08 14:27:49,2022-08-09 23:39:33,bing,organic,mobile
session_718,2,2022-04-04 11:12:45,2022-05-24 18:26:41,google,organic,tablet
session_719,240,2022-02-02 02:54:04,2022-08-02 13:04:59,google,email,mobile
session_720,426,2023-09-29 13:42:12,2023-09-29 13:46:12,google,email,tablet
session_721,36,2022-03-14 11:56:42,2022-03-14 12:44:42,social,organic,tablet
session_722,418,2023-08-27 05:53:40,2023-08-27 07:47:40,google,referral,desktop
session_723,394,2022-07-29 09:31:21,2022-07-29 11:12:21,social,cpc,tablet
session_724,246,2023-01-30 23:14:20,2023-08-05 12:31:41,google,organic,mobile
session_725,149,2021-04-01 01:08:45,2021-11-30 19:10:26,direct,cpc,tablet
session_726,305,2021-12-28 12:18:21,2021-12-28 14:58:21,bing,email,desktop
session_727,60,2023-08-30 13:51:47,2023-08-30 14:38:47,google,email,tablet
session_728,48,2023-06-29 00:32:53,2023-07-20 05:23:41,bing,referral,mobile
session_729,24,2021-12-27 21:03:25,2023-10-28 10:27:16,google,referral,desktop
session_730,333,2023-12-12 15:11:16,2023-12-12 17:37:16,bing,organic,tablet
session_731,324,2021-12-06 19:33:25,2023-04-14 14:59:16,social,email,desktop
session_732,225,2022-11-30 09:01:09,2023-01-01 11:09:31,google,cpc,mobile
session_733,437,2021-07-16 11:55:51,2022-09-20 15:38:24,direct,referral,tablet
session_734,448,2023-05-17 11:33:55,2023-05-17 13:11:55,social,email,desktop
session_735,136,2022-02-27 20:10:11,2022-02-27 21:04:11,direct,referral,desktop
session_736,232,2021-09-09 18:17:53,2023-11-09 15:33:02,direct,organic,tablet
session_737,489,2021-02-01 07:02:02,2023-08-22 20:38:23,direct,referral,desktop
session_738,147,2022-02-05 18:22:18,2022-02-05 19:16:18,google,cpc,desktop
session_739,283,2021-03-10 03:31:09,2022-08-12 19:05:36,bing,cpc,desktop
session_740,45,2023-04-09 14:12:27,2023-04-09 16:37:27,direct,cpc,mobile
session_741,236,2021-08-08 13:15:20,2022-03-17 07:20:32,bing,referral,mobile
session_742,228,2022-05-05 10:06:36,2023-02-25 10:54:31,social,cpc,tablet
session_743,314,2021-12-11 19:33:07,2023-03-17 00:37:36,bing,organic,mobile
session_744,292,2021-05-06 10:00:05,2021-07-18 01:02:42,google,organic,mobile
session_745,267,2022-01-29 08:06:01,2022-01-29 09:45:01,google,referral,tablet
session_746,241,2023-07-07 22:49:15,2023-07-08 01:01:15,social,referral,desktop
session_747,150,2021-10-30 21:16:09,2021-12-21 17:42:01,bing,email,desktop
session_748,64,2023-06-07 05:53:00,2023-06-07 08:07:00,social,referral,desktop
session_749,275,2023-05-07 07:12:55,2023-05-07 09:26:55,bing,referral,tablet
session_750,485,2023-01-01 12:18:21,2023-01-01 13:56:21,social,email,desktop
session_751,413,2021-07-30 16:39:26,2022-05-15 05:36:47,direct,organic,tablet
session_752,236,2021-07-13 06:56:42,2023-11-09 01:09:58,bing,referral,mobile
session_753,91,2022-05-17 14:16:16,2022-05-17 15:25:16,direct,organic,desktop
session_754,429,2023-06-01 07:01:10,2023-06-01 08:20:10,direct,email,tablet
session_755,133,2023-03-13 13:02:27,2023-03-13 13:22:27,google,email,desktop
session_756,30,2023-10-31 18:25:48,2023-10-31 21:05:48,google,referral,tablet
session_757,191,2023-10-25 11:33:13,2023-11-02 23:28:57,social,email,desktop
session_758,495,2021-12-09 23:32:37,2021-12-10 01:34:37,direct,email,desktop
session_759,480,2023-05-31 11:56:19,2023-05-31 12:14:19,google,cpc,mobile
session_760,194,2022-09-07 18:47:52,2022-09-07 21:25:52,social,email,tablet
session_761,448,2023-04-04 19:10:42,2023-04-04 19:46:42,bing,email,desktop
session_762,186,2022-01-21 02:29:43,2022-01-21 04:59:43,bing,organic,tablet
session_763,401,2022-06-07 22:58:35,2023-08-19 17:28:24,social,referral,desktop
session_764,38,2023-05-19 20:12:05,2023-05-19 22:03:05,social,organic,desktop
session_765,498,2022-11-26 13:51:45,2023-02-12 18:35:43,direct,cpc,desktop
session_766,378,2022-05-11 13:39:08,2022-05-11 13:52:08,social,cpc,tablet
session_767,313,2022-01-24 23:52:58,2022-09-02 08:41:46,direct,referral,desktop
session_768,151,2022-05-11 07:17:06,2022-05-11 07:55:06,social,organic,tablet
session_769,407,2022-09-13 17:56:07,2022-09-13 18:02:07,social,cpc,tablet
session_770,453,2023-01-05 00:18:28,2023-02-15 14:10:25,direct,cpc,tablet
session_771,297,2023-06-23 13:49:16,2023-07-22 17:00:55,direct,referral,desktop
session_772,297,2023-11-14 06:26:01,2023-11-14 07:13:01,social,email,desktop
session_773,142,2021-12-01 17:43:16,2022-02-27 13:50:12,direct,email,desktop
session_774,498,2021-04-05 04:16:11,2022-01-28 21:56:59,direct,organic,desktop
session_775,44,2022-07-26 21:22:23,2022-07-26 23:53:23,bing,referral,tablet
session_776,127,2021-07-22 03:39:57,2021-08-12 21:20:17,direct,organic,desktop
session_777,358,2021-01-31 22:03:42,2022-07-12 07:38:01,bing,referral,mobile
session_778,167,2023-11-09 15:38:52,2023-11-09 17:55:52,social,cpc,mobile
session_779,214,2023-06-26 16:45:01,2023-06-26 19:03:01,social,organic,tablet
session_780,235,2021-05-28 08:55:24,2021-07-10 05:21:03,bing,referral,mobile
session_781,135,2022-04-13 06:55:25,2023-07-31 02:00:02,google,email,mobile
session_782,133,2021-12-10 15:33:40,2022-10-13 22:28:13,google,email,tablet
session_783,456,2022-10-16 19:02:28,2023-01-07 18:58:22,bing,cpc,mobile
session_784,476,2022-04-04 06:25:10,2023-10-03 03:59:10,social,cpc,tablet
session_785,3,2021-09-15 18:34:01,2023-06-29 22:46:51,google,organic,mobile
session_786,465,2023-10-27 07:25:38,2023-12-14 16:44:53,social,cpc,desktop
session_787,327,2022-12-28 03:09:12,2023-03-08 13:13:51,bing,organic,mobile
session_788,148,2022-08-15 08:26:50,2022-08-15 09:25:50,bing,cpc,desktop
session_789,202,2021-03-17 17:17:35,2022-06-20 06:25:10,direct,email,mobile
session_790,72,2021-07-01 19:33:07,2021-07-01 19:50:07,google,cpc,desktop
session_791,146,2022-01-29 20:12:10,2022-01-29 20:51:10,bing,cpc,tablet
session_792,63,2023-10-14 19:46:46,2023-10-14 19:53:46,direct,email,tablet
session_793,13,2023-10-02 03:55:46,2023-10-02 06:32:46,direct,referral,desktop
session_794,279,2021-08-12 01:30:11,2023-01-12 07:01:59,google,cpc,desktop
session_795,66,2022-08-27 05:19:27,2022-08-27 07:27:27,direct,cpc,mobile
session_796,230,2023-02-16 07:31:14,2023-02-16 10:05:14,bing,cpc,desktop
session_797,483,2022-03-10 20:33:14,2022-08-17 02:22:00,google,organic,mobile
session_798,383,2023-09-27 00:28:42,2023-09-27 01:55:42,google,referral,tablet
session_799,369,2023-03-28 04:23:35,2023-03-28 06:53:35,direct,referral,tablet
session_800,492,2021-07-18 17:40:18,2021-07-18 19:25:18,google,email,tablet
session_801,448,2021-02-19 01:46:43,2022-08-08 16:34:13,bing,referral,desktop
session_802,7,2022-07-31 11:12:58,2022-07-31 12:40:58,social,cpc,desktop
session_803,301,2023-04-25 19:11:33,2023-04-25 20:06:33,social,cpc,mobile
session_804,326,2021-05-15 10:42:41,2021-12-15 04:20:16,social,referral,mobile
session_805,478,2023-01-27 08:17:29,2023-01-27 10:50:29,google,email,tablet
session_806,241,2022-02-01 10:50:27,2022-07-03 02:16:28,social,referral,mobile
session_807,107,2021-10-22 22:49:30,2023-11-16 19:15:14,google,referral,desktop
session_808,82,2022-01-20 00:02:05,2022-09-14 04:15:03,bing,organic,desktop
session_809,193,2021-01-25 16:18:25,2022-02-25 23:32:44,google,organic,mobile
session_810,463,2021-02-26 16:11:01,2023-12-22 01:30:31,google,cpc,tablet
session_811,33,2021-12-21 12:35:41,2022-10-24 11:38:45,direct,cpc,tablet
session_812,214,2023-12-22 03:31:39,2023-12-22 05:39:39,social,cpc,tablet
session_813,223,2021-05-13 22:58:57,2022-04-13 04:36:16,direct,cpc,mobile
session_814,364,2022-04-18 04:53:57,2022-04-18 06:45:57,social,referral,desktop
session_815,473,2023-01-02 00:40:02,2023-01-02 01:26:02,direct,cpc,tablet
session_816,373,2021-12-19 09:49:10,2021-12-19 11:49:10,direct,email,tablet
session_817,90,2021-05-24 00:12:03,2021-05-24 02:27:03,google,email,desktop
session_818,402,2023-06-10 10:56:11,2023-12-22 10:34:30,google,email,tablet
session_819,258,2021-02-06 01:00:04,2023-09-01 15:30:40,social,email,desktop
session_820,206,2023-08-04 03:00:33,2023-08-04 04:43:33,google,referral,desktop
session_821,247,2022-12-01 04:47:06,2023-07-29 11:24:01,social,cpc,mobile
session_822,187,2022-01-20 15:28:26,2023-03-06 07:25:46,social,referral,tablet
session_823,424,2022-05-20 09:57:56,2022-10-15 05:11:07,social,organic,tablet
session_824,39,2023-12-08 22:15:04,2023-12-09 00:40:04,bing,referral,tablet
session_825,81,2022-10-16 16:58:49,2022-10-16 17:49:49,direct,email,tablet
session_826,37,2023-04-29 00:19:02,2023-04-29 01:42:02,google,referral,desktop
session_827,440,2021-11-11 01:00:28,2022-09-08 15:53:40,direct,referral,tablet
session_828,103,2023-06-29 04:09:14,2023-06-29 06:46:14,google,email,mobile
session_829,155,2023-10-15 09:03:27,2023-10-15 10:56:27,bing,email,mobile
session_830,257,2022-12-08 09:43:13,2023-08-11 22:54:50,google,organic,mobile
session_831,499,2022-08-02 21:07:22,2022-10-17 13:26:23,bing,email,tablet
session_832,230,2022-01-05 13:39:42,2023-12-09 16:31:53,bing,referral,mobile
session_833,359,2023-05-26 18:18:54,2023-05-26 19:00:54,direct,referral,desktop
session_834,349,2023-01-24 04:15:26,2023-08-30 17:39:13,google,cpc,tablet
session_835,137,2021-06-13 08:31:58,2023-08-06 12:16:18,bing,email,mobile
session_836,27,2023-04-26 03:51:37,2023-09-09 00:14:33,google,email,desktop
session_837,25,2023-11-07 07:11:10,2023-11-07 07:45:10,direct,email,desktop
session_838,266,2021-02-19 17:21:22,2022-06-30 06:00:33,bing,cpc,mobile
session_839,419,2021-04-13 14:23:09,2023-03-26 12:30:35,google,referral,tablet
session_840,289,2022-12-01 00:52:14,2023-04-04 10:24:57,google,cpc,tablet
session_841,376,2021-11-21 01:29:40,2021-11-21 01:33:40,bing,cpc,desktop
session_842,29,2023-09-18 15:40:51,2023-11-12 22:30:45,google,organic,mobile
session_843,86,2021-07-19 05:10:13,2021-07-19 07:26:13,direct,cpc,mobile
session_844,283,2022-08-05 07:36:42,2022-08-05 08:45:42,google,organic,mobile
session_845,426,2021-01-10 22:33:55,2023-06-04 06:36:17,bing,cpc,tablet
session_846,407,2021-10-24 23:14:53,2022-04-06 04:45:42,social,email,mobile
session_847,224,2021-04-04 06:40:51,2023-04-19 16:18:27,google,cpc,mobile
session_848,433,2022-01-12 08:06:06,2022-01-12 09:05:06,google,cpc,mobile
session_849,40,2022-09-24 16:05:37,2022-09-24 16:44:37,direct,email,mobile
session_850,339,2022-04-13 04:51:44,2022-04-13 06:42:44,social,cpc,desktop
session_851,164,2023-01-08 20:22:50,2023-11-26 15:35:57,bing,cpc,tablet
session_852,216,2021-01-31 04:25:46,2022-06-09 12:39:44,google,email,desktop
session_853,223,2021-02-25 14:46:06,2023-02-23 06:35:48,bing,email,desktop
session_854,211,2022-04-18 00:53:37,2023-10-18 17:40:56,social,organic,tablet
session_855,106,2021-08-24 07:54:12,2021-11-09 18:05:30,google,cpc,tablet
session_856,404,2022-02-04 06:33:13,2022-02-04 09:17:13,social,email,mobile
session_857,227,2021-02-04 19:47:36,2021-06-10 19:16:35,bing,email,desktop
session_858,476,2023-05-09 13:52:19,2023-05-09 16:10:19,social,cpc,mobile
session_859,120,2021-11-12 12:28:13,2022-08-28 21:50:53,direct,email,desktop
session_860,297,2023-08-20 22:05:11,2023-09-19 23:30:09,bing,email,mobile
session_861,54,2022-08-12 10:36:29,2023-07-26 03:05:28,social,referral,desktop
session_862,329,2021-09-18 13:15:45,2021-09-18 15:12:45,google,cpc,desktop
session_863,85,2022-01-23 01:48:23,2022-04-01 04:36:14,google,organic,tablet
session_864,152,2022-09-01 02:37:58,2023-08-24 16:54:29,bing,organic,tablet
session_865,384,2023-03-25 16:57:36,2023-09-30 12:11:48,social,cpc,desktop
session_866,417,2022-03-22 10:22:54,2023-01-10 18:21:13,google,email,desktop
session_867,250,2022-09-18 12:54:28,2022-09-18 13:06:28,social,email,mobile
session_868,447,2021-09-02 05:01:36,2021-09-02 06:34:36,direct,referral,mobile
session_869,76,2022-08-03 16:24:18,2022-08-03 17:30:18,direct,organic,mobile
session_870,369,2021-09-18 12:48:30,2023-10-04 07:50:24,social,email,tablet
session_871,179,2022-08-29 02:31:17,2023-01-08 03:50:08,bing,organic,mobile
session_872,40,2023-04-08 01:20:08,2023-04-08 02:08:08,bing,cpc,tablet
session_873,467,2021-01-10 10:33:44,2021-12-26 05:09:48,google,organic,tablet
session_874,182,2023-03-31 02:04:38,2023-03-31 04:03:38,social,referral,desktop
session_875,365,2021-08-12 06:11:11,2021-08-12 08:27:11,direct,organic,mobile
session_876,246,2023-08-26 02:36:23,2023-08-26 04:30:23,direct,organic,tablet
session_877,451,2022-05-16 12:11:55,2022-05-16 14:21:55,social,referral,tablet
session_878,355,2023-02-06 08:03:03,2023-02-06 09:33:03,bing,cpc,mobile
session_879,299,2022-03-04 19:36:27,2023-03-03 19:47:12,direct,organic,tablet
session_880,344,2022-05-11 11:57:48,2023-12-10 10:25:35,bing,referral,mobile
session_881,331,2022-02-17 14:38:09,2022-02-17 14:39:09,google,cpc,tablet
session_882,21,2023-06-08 08:35:35,2023-06-08 09:19:35,bing,organic,mobile
session_883,348,2022-03-21 17:34:24,2023-11-01 11:21:33,bing,email,desktop
session_884,55,2023-11-23 18:04:37,2023-11-23 20:48:37,bing,email,mobile
session_885,165,2023-04-16 10:52:04,2023-04-16 13:13:04,social,email,mobile
session_886,16,2022-01-21 02:22:57,2022-02-21 01:45:43,social,referral,mobile
session_887,10,2021-07-13 06:27:02,2021-07-13 06:37:02,direct,email,mobile
session_888,378,2022-02-19 08:59:31,2022-03-09 14:24:05,social,referral,tablet
session_889,102,2022-12-25 10:55:12,2023-06-19 06:07:31,bing,referral,desktop
session_890,385,2021-02-21 11:00:30,2021-07-06 01:12:48,bing,cpc,mobile
session_891,447,2021-06-03 05:21:09,2022-03-02 07:31:05,google,cpc,mobile
session_892,368,2023-12-12 15:23:04,2023-12-12 15:55:04,direct,email,desktop
session_893,460,2021-12-17 22:12:27,2023-08-18 00:03:33,google,cpc,desktop
session_894,7,2023-02-01 07:33:44,2023-02-01 08:33:44,social,referral,tablet
session_895,131,2023-11-17 04:46:31,2023-11-17 07:16:31,bing,referral,desktop
session_896,97,2023-08-27 15:17:05,2023-08-27 16:34:05,social,referral,desktop
session_897,337,2022-09-19 08:07:01,2022-09-19 10:41:01,social,organic,mobile
session_898,459,2022-03-05 20:22:12,2022-03-05 21:49:12,google,organic,mobile
session_899,402,2022-01-25 18:13:17,2023-02-14 06:56:12,google,cpc,tablet
session_900,383,2021-01-22 04:58:34,2021-07-26 20:12:22,direct,cpc,mobile
session_901,241,2023-11-22 23:07:00,2023-11-23 00:50:00,bing,cpc,mobile
session_902,172,2022-05-05 04:48:35,2023-11-11 07:50:38,google,referral,tablet
session_903,314,2022-03-23 23:03:13,2022-03-23 23:18:13,bing,organic,desktop
session_904,272,2021-07-29 06:41:51,2021-07-29 06:44:51,direct,organic,tablet
session_905,251,2023-02-07 01:35:06,2023-02-07 02:36:06,bing,cpc,tablet
session_906,40,2022-01-02 13:22:52,2023-01-12 07:57:27,social,email,tablet
session_907,470,2022-04-29 01:03:07,2022-07-06 22:26:10,google,referral,desktop
session_908,79,2023-01-09 20:27:24,2023-01-09 22:43:24,social,email,mobile
session_909,228,2022-11-01 21:23:49,2023-01-03 17:44:31,social,referral,mobile
session_910,475,2022-07-27 22:20:23,2022-07-28 00:18:23,bing,organic,tablet
session_911,289,2021-11-17 17:23:12,2021-11-17 17:38:12,google,referral,mobile
session_912,371,2023-11-13 00:09:20,2023-11-13 02:04:20,social,organic,desktop
session_913,99,2021-09-06 16:58:44,2021-09-06 17:12:44,social,email,mobile
session_914,425,2022-12-01 01:30:05,2022-12-01 04:24:05,direct,email,mobile
session_915,439,2023-08-27 22:01:30,2023-08-27 23:35:30,bing,referral,tablet
session_916,431,2022-07-03 15:36:01,2022-07-03 17:17:01,bing,referral,mobile
session_917,272,2023-12-27 17:53:26,2023-12-27 20:32:26,bing,organic,desktop
session_918,160,2022-08-21 00:26:31,2022-08-21 02:44:31,social,referral,tablet
session_919,261,2022-03-09 20:24:33,2022-03-09 21:04:33,social,organic,desktop
session_920,67,2021-06-30 02:32:17,2023-12-16 22:04:14,direct,email,mobile
session_921,165,2021-03-01 05:55:23,2023-03-28 10:55:55,bing,cpc,desktop
session_922,30,2021-03-19 13:04:18,2021-05-05 02:36:01,google,cpc,desktop
session_923,381,2023-03-26 14:20:34,2023-07-04 04:34:30,bing,referral,desktop
session_924,223,2022-03-22 23:39:19,2022-03-23 00:10:19,bing,referral,tablet
session_925,413,2022-10-14 10:07:23,2023-01-01 21:57:17,google,organic,desktop
session_926,442,2022-03-03 12:12:22,2022-03-03 14:38:22,google,cpc,desktop
session_927,13,2023-02-28 15:50:20,2023-02-28 18:39:20,direct,referral,mobile
session_928,157,2023-03-17 12:57:28,2023-10-19 06:27:41,direct,cpc,tablet
session_929,228,2023-02-01 05:48:09,2023-02-01 06:48:09,bing,cpc,tablet
session_930,248,2022-09-27 21:10:03,2022-09-27 23:09:03,google,referral,tablet
session_931,259,2021-03-29 07:21:15,2023-08-17 14:47:00,direct,email,tablet
session_932,246,2023-12-29 19:35:44,2023-12-29 20:09:44,bing,organic,tablet
session_933,101,2021-07-14 00:15:04,2022-06-15 10:40:33,social,referral,desktop
session_934,349,2021-12-12 09:03:51,2022-12-21 09:13:59,google,cpc,mobile
session_935,392,2023-04-30 17:22:04,2023-05-23 11:05:37,social,cpc,tablet
session_936,152,2023-04-24 16:58:00,2023-04-24 19:12:00,bing,email,mobile
session_937,87,2022-04-25 03:08:42,2022-05-08 01:56:53,google,referral,tablet
session_938,291,2022-02-09 09:03:35,2022-02-09 11:57:35,direct,organic,mobile
session_939,177,2023-03-20 22:14:13,2023-03-20 23:35:13,bing,referral,mobile
session_940,57,2021-07-26 04:12:15,2021-10-13 15:04:40,direct,email,mobile
session_941,166,2023-04-28 23:42:52,2023-04-28 23:43:52,social,referral,desktop
session_942,407,2023-12-01 01:07:02,2023-12-01 01:50:02,direct,referral,tablet
session_943,100,2022-01-21 03:02:31,2022-08-28 11:53:50,direct,email,mobile
session_944,179,2023-02-08 15:09:36,2023-02-08 17:35:36,social,organic,desktop
session_945,423,2021-07-02 12:47:31,2023-05-10 07:42:24,bing,referral,mobile
session_946,84,2022-05-28 20:06:51,2022-11-29 12:33:55,direct,referral,tablet
session_947,58,2021-01-07 00:33:43,2022-11-29 03:55:28,social,organic,mobile
session_948,404,2022-06-22 09:06:32,2023-02-24 07:50:20,bing,cpc,mobile
session_949,422,2021-10-17 22:33:35,2022-11-20 14:52:22,direct,referral,desktop
session_950,445,2021-05-22 16:01:43,2023-02-27 14:43:01,direct,referral,mobile
session_951,404,2023-02-10 13:06:33,2023-02-10 13:57:33,direct,organic,mobile
session_952,332,2021-05-19 03:06:33,2023-02-13 13:04:09,direct,email,tablet
session_953,42,2021-04-06 21:20:50,2021-12-31 15:16:27,google,cpc,desktop
session_954,497,2021-10-22 23:28:39,2023-10-14 05:30:43,bing,cpc,mobile
session_955,114,2021-09-06 22:45:38,2021-09-07 01:32:38,direct,email,tablet
session_956,468,2021-09-30 22:32:32,2021-09-30 23:56:32,direct,referral,mobile
session_957,274,2023-01-14 22:52:14,2023-02-03 08:37:59,social,email,mobile
session_958,412,2022-03-12 12:56:56,2023-07-24 09:52:06,direct,organic,desktop
session_959,205,2022-05-10 10:41:14,2022-05-10 11:23:14,direct,referral,tablet
session_960,152,2022-06-14 19:38:24,2022-10-29 23:56:36,bing,organic,mobile
session_961,415,2021-11-07 13:27:51,2021-11-07 14:14:51,social,cpc,mobile
session_962,64,2021-06-16 07:55:25,2022-06-07 07:00:24,social,cpc,mobile
session_963,497,2022-10-15 06:58:48,2023-04-06 01:56:01,google,referral,tablet
session_964,107,2022-02-20 20:44:48,2022-07-17 11:32:42,google,organic,desktop
session_965,283,2022-10-03 21:35:25,2022-10-03 22:21:25,direct,email,tablet
session_966,230,2021-08-04 14:42:08,2023-01-15 00:32:44,bing,email,mobile
session_967,49,2023-06-14 20:11:08,2023-06-14 20:45:08,google,cpc,desktop
session_968,195,2023-11-18 22:54:43,2023-11-18 23:34:43,social,organic,mobile
session_969,401,2023-01-27 17:17:20,2023-04-07 07:01:43,bing,referral,tablet
session_970,307,2023-10-15 17:06:29,2023-10-15 19:35:29,social,email,mobile
session_971,360,2021-11-14 11:58:29,2022-12-21 16:35:40,google,organic,desktop
session_972,150,2022-03-01 10:38:08,2023-06-20 10:31:46,google,referral,tablet
session_973,445,2021-07-11 10:36:15,2021-12-27 08:26:26,bing,referral,desktop
session_974,112,2023-01-05 15:28:02,2023-09-19 21:18:36,bing,organic,tablet
session_975,386,2021-08-12 13:34:44,2022-09-01 09:47:33,social,organic,mobile
session_976,433,2023-11-22 15:55:05,2023-11-22 16:41:05,social,cpc,desktop
session_977,35,2021-01-24 17:55:16,2021-08-01 12:18:42,social,referral,desktop
session_978,274,2021-02-26 18:07:36,2023-08-09 16:18:35,bing,organic,desktop
session_979,77,2023-12-06 22:59:14,2023-12-07 01:29:14,social,organic,mobile
session_980,192,2023-08-16 17:34:51,2023-08-16 18:07:51,direct,email,tablet
session_981,104,2023-08-09 23:15:42,2023-08-09 23:44:42,bing,organic,tablet
session_982,161,2022-05-02 11:45:25,2023-07-05 04:08:56,bing,referral,tablet
session_983,137,2022-04-26 14:03:42,2022-04-26 14:26:42,direct,cpc,tablet
session_984,470,2021-04-18 08:04:43,2022-12-01 12:33:46,social,referral,mobile
session_985,331,2023-05-23 11:57:21,2023-11-10 08:58:21,direct,email,tablet
session_986,142,2021-03-08 05:13:34,2021-09-27 12:23:08,google,organic,tablet
session_987,273,2021-06-03 23:03:31,2021-08-27 07:29:45,direct,email,mobile
session_988,55,2023-03-17 23:50:24,2023-12-19 11:19:50,google,cpc,mobile
session_989,16,2023-11-25 15:15:18,2023-11-25 17:53:18,direct,cpc,desktop
session_990,49,2023-04-08 00:22:07,2023-12-11 11:46:56,bing,cpc,desktop
session_991,405,2023-12-21 07:04:52,2023-12-21 08:09:52,bing,organic,desktop
session_992,433,2022-09-26 11:31:40,2022-09-26 13:25:40,bing,email,tablet
session_993,364,2021-07-10 04:41:43,2023-12-04 01:30:44,google,email,tablet
session_994,199,2022-09-21 11:24:47,2022-09-21 14:10:47,social,organic,tablet
session_995,352,2023-09-27 00:59:45,2023-09-27 02:17:45,bing,organic,desktop
session_996,318,2023-11-12 05:09:46,2023-11-12 07:07:46,google,organic,desktop
session_997,1,2022-10-21 19:22:53,2023-01-02 18:22:29,google,email,desktop
session_998,194,2022-01-16 14:47:16,2022-07-01 16:44:29,direct,organic,desktop
session_999,260,2022-04-14 13:08:28,2022-09-04 04:57:46,google,organic,desktop
session_1000,250,2022-12-29 04:17:31,2022-12-29 04:28:31,social,referral,mobile
session_1001,305,2021-09-13 05:07:15,2022-08-21 23:14:34,bing,referral,desktop
session_1002,446,2023-02-01 11:02:49,2023-08-06 08:20:08,direct,email,desktop
session_1003,260,2021-03-09 00:54:05,2023-07-20 09:37:12,google,organic,tablet
session_1004,434,2023-11-12 23:55:29,2023-11-13 02:36:29,google,organic,desktop
session_1005,130,2022-01-19 17:53:23,2023-09-16 07:01:58,bing,cpc,tablet
session_1006,210,2023-06-13 22:33:10,2023-06-13 22:46:10,social,referral,tablet
session_1007,9,2022-03-20 19:22:26,2022-03-20 20:47:26,direct,email,mobile
session_1008,495,2022-09-20 18:58:10,2023-01-24 02:27:11,social,cpc,desktop
session_1009,415,2023-08-26 13:41:38,2023-08-26 16:18:38,google,email,desktop
session_1010,386,2022-06-03 09:14:49,2023-03-16 14:41:53,bing,referral,desktop
session_1011,459,2022-09-16 01:46:09,2022-09-16 04:06:09,bing,email,mobile
session_1012,51,2021-04-04 15:32:25,2022-12-14 16:31:29,social,email,desktop
session_1013,330,2022-07-19 06:28:00,2022-08-20 22:43:14,google,email,mobile
session_1014,201,2021-02-19 10:50:06,2023-06-22 17:11:31,social,organic,desktop
session_1015,186,2022-07-15 17:58:27,2023-11-14 07:53:25,google,organic,tablet
