history_id,card_id,point_change,change_date,order_id,order_type
651,146,-180,2022-09-06,1724,qr_order
652,119,251,2022-06-18,725,ec_order
653,117,-753,2021-02-24,2873,mobile_order
654,251,26,2022-05-19,2588,ec_order
655,238,192,2022-05-18,2128,ec_order
656,54,-907,2022-05-08,115,mobile_order
657,75,-949,2023-09-01,2989,mobile_order
658,237,865,2023-08-25,2980,mobile_order
659,154,-991,2023-07-13,1295,qr_order
660,253,-669,2022-09-20,1497,ec_order
661,81,-632,2022-04-27,2098,mobile_order
662,67,569,2021-03-06,2808,ec_order
663,164,-505,2022-04-30,2427,ec_order
664,293,288,2022-06-14,2132,ec_order
665,145,770,2021-08-29,2163,qr_order
666,5,-5,2023-11-02,1774,mobile_order
667,208,-700,2023-05-09,678,ec_order
668,263,946,2022-06-22,978,qr_order
669,7,-225,2023-12-08,2638,ec_order
670,264,-938,2023-09-22,161,ec_order
671,36,201,2021-08-04,2823,qr_order
672,109,-696,2023-07-30,143,mobile_order
673,33,734,2022-08-13,2670,ec_order
674,240,-475,2022-03-19,2697,mobile_order
675,206,437,2023-12-26,2699,qr_order
676,293,205,2021-11-03,1242,qr_order
677,178,-219,2023-02-25,2373,qr_order
678,154,50,2023-09-20,477,ec_order
679,105,-693,2023-09-07,1976,ec_order
680,168,668,2022-08-28,247,qr_order
681,214,-5,2023-11-16,2026,mobile_order
682,212,481,2023-01-04,2906,qr_order
683,250,917,2022-05-16,518,mobile_order
684,56,-237,2023-05-07,440,mobile_order
685,31,905,2022-10-11,2561,ec_order
686,73,-11,2023-03-28,2901,qr_order
687,134,-107,2023-01-08,2588,mobile_order
688,223,627,2021-11-09,2196,qr_order
689,13,-39,2021-03-25,1572,ec_order
690,78,324,2023-02-27,2012,qr_order
691,99,716,2023-06-06,705,mobile_order
692,244,-747,2022-07-14,1535,mobile_order
693,40,997,2021-10-17,513,qr_order
694,152,435,2023-06-07,293,qr_order
695,44,-328,2021-01-02,813,qr_order
696,50,-163,2021-06-15,964,mobile_order
697,246,-226,2021-11-27,70,qr_order
698,183,674,2023-03-24,1945,mobile_order
699,167,-723,2023-03-26,1376,mobile_order
700,191,-272,2021-06-08,2117,qr_order
701,156,-862,2023-02-26,2392,mobile_order
702,190,79,2021-05-03,152,qr_order
703,254,195,2023-02-23,653,ec_order
704,201,-258,2021-07-09,449,qr_order
705,291,-48,2022-05-01,176,qr_order
706,154,745,2021-08-22,790,mobile_order
707,160,-887,2022-04-23,202,ec_order
708,2,242,2022-08-24,1376,qr_order
709,152,946,2022-04-16,1205,qr_order
710,103,864,2022-03-26,2212,qr_order
711,63,863,2022-02-04,564,ec_order
712,207,122,2022-12-01,2529,qr_order
713,81,569,2023-12-27,1982,ec_order
714,52,-84,2022-07-19,170,qr_order
715,261,-720,2023-10-14,2727,mobile_order
716,74,-305,2022-01-06,2179,ec_order
717,59,965,2023-09-15,444,mobile_order
718,181,351,2022-09-30,1953,ec_order
719,184,660,2023-07-22,1938,mobile_order
720,145,902,2023-03-21,2993,mobile_order
721,260,637,2022-03-20,2259,ec_order
722,278,-403,2022-11-11,1435,qr_order
723,288,153,2021-06-01,2147,mobile_order
724,240,-418,2023-01-23,172,ec_order
725,291,-798,2021-10-24,347,mobile_order
726,237,-986,2023-11-01,2598,qr_order
727,222,803,2022-05-11,1286,mobile_order
728,251,-621,2022-05-16,1780,mobile_order
729,210,29,2021-05-10,1766,mobile_order
730,251,372,2023-03-18,1477,mobile_order
731,5,-699,2021-02-02,2360,ec_order
732,189,647,2021-03-18,2825,ec_order
733,145,-847,2023-07-03,192,ec_order
734,162,-391,2021-09-20,2982,mobile_order
735,228,762,2021-04-23,1759,ec_order
736,113,466,2023-11-09,29,mobile_order
737,273,310,2023-04-01,821,mobile_order
738,297,-579,2022-05-13,1356,mobile_order
739,150,421,2023-04-29,699,mobile_order
740,229,-361,2021-03-08,2911,ec_order
741,88,-886,2021-04-03,1989,ec_order
742,197,238,2023-03-06,281,qr_order
743,15,-382,2021-09-10,2114,mobile_order
744,43,964,2023-09-27,2560,qr_order
745,187,-271,2022-07-27,2932,mobile_order
746,110,-53,2021-09-25,91,mobile_order
747,235,375,2021-02-03,715,ec_order
748,229,785,2021-03-07,844,qr_order
749,55,315,2022-07-01,1332,mobile_order
750,50,-723,2023-11-09,658,qr_order
751,260,-848,2023-06-10,842,ec_order
752,153,515,2021-10-23,2745,mobile_order
753,81,972,2021-01-22,1057,ec_order
754,297,-859,2022-07-29,1043,ec_order
755,170,-426,2023-04-03,2020,ec_order
756,95,-922,2023-06-07,479,qr_order
757,263,946,2022-12-23,1672,mobile_order
758,87,841,2021-11-08,2977,qr_order
759,292,-919,2023-10-04,1654,qr_order
760,34,950,2022-10-08,1392,ec_order
761,129,-612,2022-05-09,1461,mobile_order
762,127,106,2022-02-03,2442,mobile_order
763,299,-51,2022-01-11,1695,mobile_order
764,191,-851,2021-10-14,177,mobile_order
765,262,-415,2022-01-23,1206,mobile_order
766,172,442,2023-12-16,1390,qr_order
767,161,902,2021-05-11,1865,ec_order
768,179,-251,2023-05-31,77,qr_order
769,77,-372,2022-07-26,314,qr_order
770,130,-890,2021-12-12,1054,ec_order
771,286,-686,2021-01-09,818,ec_order
772,171,225,2021-10-15,1624,ec_order
773,26,-752,2021-09-20,1002,mobile_order
774,38,891,2022-01-22,2429,qr_order
775,211,-544,2022-10-15,1947,ec_order
776,70,-285,2023-02-10,23,qr_order
777,275,633,2022-05-01,1598,qr_order
778,120,578,2022-02-14,2794,ec_order
779,114,426,2021-01-28,109,ec_order
780,174,-84,2021-12-05,2453,mobile_order
781,295,-786,2022-02-09,937,mobile_order
782,261,-706,2021-02-28,2751,qr_order
783,28,-735,2022-01-18,464,mobile_order
784,262,570,2022-07-12,2550,ec_order
785,279,-387,2022-04-10,657,qr_order
786,277,-639,2023-06-07,2952,qr_order
787,80,-469,2021-09-06,1861,ec_order
788,12,-644,2022-06-21,2497,qr_order
789,74,616,2023-07-10,2268,ec_order
790,241,-880,2022-01-03,3,ec_order
791,75,-184,2022-09-26,1344,mobile_order
792,235,-434,2022-05-22,644,qr_order
793,228,-101,2023-05-02,1935,qr_order
794,68,-981,2022-12-21,2908,ec_order
795,17,-589,2022-02-28,1976,qr_order
796,151,-841,2023-06-14,375,mobile_order
797,178,101,2022-06-16,2129,ec_order
798,126,104,2022-09-15,2137,mobile_order
799,241,56,2021-03-31,2200,mobile_order
800,69,-218,2021-03-13,2747,qr_order
801,274,37,2023-01-26,2241,mobile_order
802,180,944,2023-06-14,1854,ec_order
803,97,654,2023-04-05,1733,qr_order
804,254,-858,2023-01-07,2742,ec_order
805,143,-538,2022-08-08,2698,mobile_order
806,239,-736,2021-07-06,2889,ec_order
807,36,75,2022-12-04,1137,qr_order
808,73,815,2021-04-07,1376,mobile_order
809,54,-175,2023-02-16,7,mobile_order
810,71,166,2022-04-04,2286,qr_order
811,281,-943,2021-08-05,90,ec_order
812,283,-779,2022-09-04,582,qr_order
813,142,362,2021-02-08,1347,ec_order
814,166,-262,2022-06-16,1506,mobile_order
815,36,-828,2023-11-04,1215,qr_order
816,266,-316,2023-06-07,1599,mobile_order
817,110,847,2023-01-14,613,qr_order
818,191,-149,2021-09-10,708,ec_order
819,54,-233,2023-02-23,213,ec_order
820,16,361,2023-10-15,2593,qr_order
821,123,237,2022-04-14,197,mobile_order
822,127,92,2023-12-11,256,qr_order
823,222,-916,2021-02-22,2492,qr_order
824,38,-22,2022-04-28,2376,ec_order
825,10,266,2023-12-21,2520,qr_order
826,37,305,2021-12-18,502,mobile_order
827,300,-600,2022-10-25,1519,ec_order
828,238,994,2023-07-18,2937,mobile_order
829,40,659,2023-04-23,1951,qr_order
830,243,674,2023-01-24,1503,mobile_order
831,40,471,2023-11-23,234,ec_order
832,24,-159,2023-06-01,314,qr_order
833,134,-141,2021-10-19,2173,qr_order
834,2,237,2023-01-22,1,ec_order
835,228,-383,2021-03-27,2069,ec_order
836,195,247,2021-11-10,2058,ec_order
837,103,608,2023-02-14,1098,mobile_order
838,70,-786,2023-05-07,2700,mobile_order
839,250,478,2021-05-09,2844,qr_order
840,144,603,2023-04-20,1047,ec_order
841,39,950,2022-05-14,2054,mobile_order
842,27,933,2022-02-26,822,ec_order
843,177,-193,2021-11-08,2530,mobile_order
844,155,-16,2023-10-09,510,qr_order
845,167,-507,2021-10-31,1884,ec_order
846,198,-173,2022-12-09,2623,mobile_order
847,17,934,2021-02-22,1925,ec_order
848,68,409,2022-05-28,564,mobile_order
849,59,318,2021-07-23,778,ec_order
850,239,-199,2022-12-22,1041,qr_order
851,101,320,2021-12-24,667,qr_order
852,69,-781,2023-05-08,2385,ec_order
853,292,-130,2023-07-30,2046,qr_order
854,251,168,2022-11-19,152,mobile_order
855,179,928,2023-07-25,2303,qr_order
856,83,-333,2023-12-17,1374,ec_order
857,47,-838,2022-02-06,250,ec_order
858,103,-637,2023-12-08,1586,qr_order
859,177,540,2022-04-04,1620,mobile_order
860,92,991,2021-07-07,1805,ec_order
861,297,-426,2022-11-30,2605,mobile_order
862,245,339,2022-07-04,707,mobile_order
863,127,-674,2023-05-02,1929,ec_order
864,57,933,2021-08-15,1448,qr_order
865,8,-273,2023-03-07,523,ec_order
866,213,-617,2023-07-02,1992,qr_order
867,108,168,2023-11-24,1661,ec_order
868,268,-529,2021-11-02,2722,qr_order
869,285,-655,2021-09-24,1562,ec_order
870,231,-585,2021-05-09,1389,mobile_order
871,165,13,2023-01-02,1261,mobile_order
872,234,-679,2021-05-12,470,mobile_order
873,171,-959,2023-03-29,1157,ec_order
874,16,797,2021-09-27,897,ec_order
875,126,-241,2022-04-05,397,mobile_order
876,79,-130,2023-12-08,455,mobile_order
877,71,90,2022-06-06,778,mobile_order
878,209,-642,2022-11-28,437,ec_order
879,157,-552,2023-07-02,1725,mobile_order
880,16,-329,2022-03-04,2880,ec_order
881,90,-463,2023-11-02,1837,ec_order
882,106,142,2023-09-20,606,ec_order
883,119,615,2022-12-04,1083,mobile_order
884,168,484,2023-06-24,753,ec_order
885,84,874,2022-04-26,2353,mobile_order
886,16,-894,2022-01-03,745,ec_order
887,286,-78,2021-07-25,2046,mobile_order
888,193,364,2023-09-24,2290,ec_order
889,286,750,2022-09-02,2473,ec_order
890,78,293,2023-06-08,329,ec_order
891,198,686,2023-07-20,325,ec_order
892,28,-253,2023-02-19,2181,mobile_order
893,184,600,2023-08-11,857,mobile_order
894,83,-560,2023-06-06,1896,qr_order
895,276,710,2022-06-11,240,qr_order
896,182,-639,2022-08-09,2977,ec_order
897,216,139,2022-04-17,1777,qr_order
898,2,-11,2022-01-07,65,qr_order
899,94,-28,2023-02-01,2301,mobile_order
900,155,-164,2021-04-16,2334,ec_order
901,265,903,2022-03-15,2543,qr_order
902,14,-78,2021-02-19,776,mobile_order
903,219,484,2022-03-30,1155,mobile_order
904,26,-848,2021-03-17,627,qr_order
905,171,451,2021-01-08,1105,ec_order
906,206,210,2021-04-06,2276,qr_order
907,151,-273,2022-07-19,2178,qr_order
908,168,625,2021-09-18,1588,mobile_order
909,49,-997,2021-09-05,2758,mobile_order
910,55,126,2021-08-04,2815,qr_order
911,160,-448,2023-09-02,1184,ec_order
912,194,655,2021-12-11,2251,mobile_order
913,94,-569,2021-11-04,704,ec_order
914,132,146,2021-12-28,2807,qr_order
915,46,589,2022-06-17,2483,mobile_order
916,237,713,2022-12-26,1498,ec_order
917,298,106,2021-02-05,2658,mobile_order
918,37,114,2023-03-22,2265,ec_order
919,274,-278,2022-05-07,1461,ec_order
920,155,865,2023-01-24,1216,ec_order
921,76,-578,2022-09-12,514,ec_order
922,77,-732,2022-04-24,162,qr_order
923,117,-681,2022-10-26,1214,qr_order
924,105,-341,2022-03-03,2867,mobile_order
925,256,48,2023-04-21,1545,mobile_order
926,34,349,2021-08-02,951,ec_order
927,154,7,2023-06-04,1146,ec_order
928,18,-406,2022-05-09,1501,ec_order
929,66,-252,2021-08-29,1389,qr_order
930,183,210,2021-10-26,14,qr_order
931,23,56,2021-11-07,272,ec_order
932,7,-763,2022-06-08,2442,qr_order
933,199,-893,2023-09-23,824,ec_order
934,193,-752,2021-12-19,671,mobile_order
935,275,-444,2022-02-18,57,qr_order
936,116,322,2021-11-03,2505,mobile_order
937,72,-10,2022-07-29,1678,qr_order
938,103,625,2023-12-05,653,qr_order
939,126,162,2021-07-21,2955,ec_order
940,174,247,2022-08-15,2814,qr_order
941,104,-71,2023-08-12,1049,ec_order
942,57,-580,2023-03-28,1743,ec_order
943,133,900,2021-06-20,2457,ec_order
944,276,609,2023-09-13,402,qr_order
945,167,-650,2023-04-06,983,qr_order
946,58,-557,2022-03-07,179,mobile_order
947,53,-337,2023-07-01,1856,ec_order
948,171,-102,2022-07-08,576,qr_order
949,295,187,2022-10-10,1370,ec_order
950,70,842,2021-11-22,157,mobile_order
951,282,-528,2021-10-31,2949,ec_order
952,85,320,2023-10-06,379,mobile_order
953,155,500,2022-09-16,651,qr_order
954,133,-280,2021-08-21,1360,mobile_order
955,57,-532,2023-07-17,2017,mobile_order
956,132,53,2022-05-23,1206,mobile_order
957,217,832,2023-04-24,764,ec_order
958,191,-178,2022-02-15,2656,qr_order
959,298,-981,2021-02-25,2943,qr_order
960,220,436,2023-01-27,2372,mobile_order
961,236,-988,2023-09-20,35,qr_order
962,259,11,2021-12-16,126,ec_order
963,8,671,2023-06-05,719,qr_order
964,275,696,2023-10-01,2412,qr_order
965,292,-383,2023-02-15,2120,qr_order
966,149,455,2021-02-06,694,qr_order
967,188,14,2021-02-28,670,qr_order
968,157,-413,2021-06-09,1865,ec_order
969,119,-811,2023-08-18,2170,mobile_order
970,2,250,2021-04-11,407,mobile_order
971,179,826,2022-11-05,833,mobile_order
972,22,-930,2023-09-03,1277,ec_order
973,69,-548,2022-11-11,2530,mobile_order
974,60,839,2022-10-09,2915,ec_order
975,98,-45,2023-12-10,1662,qr_order
976,261,431,2022-08-08,65,mobile_order
977,246,-279,2023-11-05,1222,ec_order
978,136,234,2023-02-09,2333,ec_order
979,100,-481,2023-07-28,1429,mobile_order
980,164,-443,2022-05-11,305,mobile_order
981,8,-964,2022-03-29,1691,ec_order
982,269,728,2021-11-17,1591,qr_order
983,3,235,2023-10-13,586,qr_order
984,12,938,2023-03-09,1309,qr_order
985,21,-516,2023-09-01,2020,ec_order
986,275,-689,2022-07-17,786,ec_order
987,54,671,2021-02-23,840,qr_order
988,84,449,2021-06-29,1760,qr_order
989,88,524,2023-06-22,579,ec_order
990,125,-874,2022-01-18,1670,qr_order
991,245,-728,2021-07-03,2344,ec_order
992,78,694,2022-09-08,2434,qr_order
993,239,-870,2021-01-12,999,qr_order
994,15,-381,2022-05-24,2484,qr_order
995,273,172,2021-10-22,1167,mobile_order
996,132,749,2023-10-16,2187,ec_order
997,93,-675,2021-04-09,945,mobile_order
998,119,298,2023-06-25,279,ec_order
999,23,-29,2021-11-03,2718,ec_order
1000,274,721,2021-12-23,633,mobile_order
1001,22,-601,2021-08-29,2540,ec_order
1002,95,-261,2021-06-14,2667,qr_order
1003,204,-911,2023-01-01,2422,qr_order
1004,21,-41,2022-10-10,692,ec_order
1005,226,-758,2023-05-05,789,ec_order
1006,33,-30,2022-12-12,562,mobile_order
1007,271,-993,2021-08-03,962,mobile_order
1008,151,-670,2021-04-10,2972,ec_order
1009,245,-198,2022-06-11,1692,mobile_order
1010,120,402,2022-07-19,120,ec_order
1011,205,-181,2022-09-12,2850,qr_order
1012,11,956,2022-12-21,2304,ec_order
1013,83,-885,2023-07-14,783,qr_order
1014,167,419,2022-01-05,243,mobile_order
1015,58,31,2022-06-11,2363,ec_order
1016,250,-201,2023-06-16,1040,qr_order
1017,108,691,2022-03-06,2976,qr_order
1018,50,87,2022-02-09,619,qr_order
1019,102,-736,2021-12-29,379,mobile_order
1020,29,-154,2023-01-01,543,ec_order
1021,291,442,2022-12-20,163,mobile_order
1022,109,-911,2021-02-18,150,ec_order
1023,256,273,2022-01-06,2995,ec_order
1024,129,339,2021-02-11,336,qr_order
1025,99,-919,2021-06-10,2671,ec_order
1026,244,456,2022-03-09,1194,qr_order
1027,24,425,2021-01-18,2259,qr_order
1028,130,-744,2021-11-24,1304,qr_order
1029,244,-179,2022-12-12,2534,mobile_order
1030,54,-86,2023-11-10,2459,qr_order
1031,237,567,2022-02-15,1969,mobile_order
1032,142,-746,2023-04-07,788,ec_order
1033,3,41,2022-08-27,1135,mobile_order
1034,204,-536,2022-03-01,2137,qr_order
1035,150,569,2021-10-14,2860,ec_order
1036,201,-858,2023-07-11,520,mobile_order
1037,137,-541,2023-10-15,2543,mobile_order
1038,126,78,2022-07-05,614,qr_order
1039,40,708,2023-05-14,657,ec_order
1040,264,-949,2023-03-12,2390,ec_order
1041,120,-771,2022-02-01,2118,qr_order
1042,19,-879,2022-02-09,1024,ec_order
1043,245,763,2022-05-05,2142,ec_order
1044,100,-772,2021-02-15,1032,ec_order
1045,58,-576,2022-01-17,2555,qr_order
1046,269,792,2021-09-10,1121,ec_order
1047,19,865,2021-05-02,128,ec_order
1048,298,-860,2022-07-15,845,qr_order
1049,3,-359,2023-05-20,654,mobile_order
1050,70,366,2023-04-04,903,ec_order
1051,120,-333,2023-03-25,378,ec_order
1052,117,747,2021-02-07,67,ec_order
1053,174,-849,2022-01-02,2853,qr_order
1054,96,245,2022-05-17,524,ec_order
1055,72,205,2023-02-15,1025,qr_order
1056,81,218,2023-05-14,832,ec_order
1057,228,-476,2022-05-03,934,mobile_order
1058,147,934,2021-08-02,1263,qr_order
1059,139,73,2021-03-14,1571,mobile_order
1060,242,-517,2021-08-15,1481,qr_order
1061,283,709,2023-01-04,453,ec_order
1062,247,-728,2022-12-20,1144,ec_order
1063,189,611,2023-07-24,1024,ec_order
1064,244,290,2021-12-16,2615,qr_order
1065,45,-686,2022-04-01,2949,ec_order
1066,32,-821,2021-07-01,2782,mobile_order
1067,257,584,2021-06-06,1224,ec_order
1068,247,-23,2021-06-20,1170,ec_order
1069,48,-910,2021-05-03,1141,mobile_order
1070,80,455,2021-11-04,2261,qr_order
1071,268,-185,2023-07-23,418,ec_order
1072,181,-128,2022-12-28,2982,ec_order
1073,157,910,2022-10-27,1398,qr_order
1074,5,784,2021-04-07,1387,mobile_order
1075,35,-225,2022-05-28,2789,qr_order
1076,196,-738,2023-01-02,664,ec_order
1077,179,-645,2022-02-11,2645,qr_order
1078,214,-583,2022-06-19,581,mobile_order
1079,167,264,2021-02-23,931,qr_order
1080,162,336,2021-02-19,500,ec_order
1081,231,-930,2021-08-15,1240,ec_order
1082,285,-935,2021-02-07,171,ec_order
1083,62,-933,2021-04-27,438,qr_order
1084,44,909,2023-12-12,16,mobile_order
1085,52,-196,2023-01-08,2988,qr_order
1086,210,-177,2023-12-12,1897,qr_order
1087,41,-722,2021-05-21,2553,ec_order
1088,223,284,2021-02-04,851,ec_order
1089,24,939,2021-01-31,2574,qr_order
1090,232,-784,2022-07-09,1207,ec_order
1091,221,-122,2021-04-21,2607,ec_order
1092,129,-281,2023-11-09,1975,mobile_order
1093,251,-666,2021-02-17,2354,mobile_order
1094,279,-955,2023-05-03,1369,qr_order
1095,234,-934,2023-12-06,2246,qr_order
1096,123,43,2023-01-17,1323,qr_order
1097,249,-672,2021-07-24,1054,ec_order
1098,284,-293,2023-11-13,483,mobile_order
1099,87,280,2023-03-31,1642,ec_order
1100,232,-901,2021-05-15,2833,mobile_order
1101,40,-917,2022-12-01,88,ec_order
1102,49,-583,2022-06-22,951,qr_order
1103,107,1,2023-12-27,1046,ec_order
1104,194,-291,2023-10-03,934,mobile_order
1105,123,-382,2023-12-03,2565,ec_order
1106,6,328,2022-08-26,1038,ec_order
1107,88,866,2022-01-29,839,ec_order
1108,211,693,2021-10-06,708,qr_order
1109,79,-513,2022-09-09,1631,ec_order
1110,281,558,2022-08-08,1345,qr_order
1111,252,-175,2021-06-26,2870,qr_order
1112,146,392,2021-04-09,1704,mobile_order
1113,157,-89,2023-05-30,1461,ec_order
1114,270,-140,2021-12-25,506,mobile_order
1115,180,-684,2021-01-10,891,ec_order
1116,233,-379,2021-03-07,1583,qr_order
1117,225,-137,2021-06-11,1740,qr_order
1118,296,-191,2021-10-06,456,ec_order
1119,230,-50,2023-06-11,1158,ec_order
1120,226,-25,2021-06-18,2464,ec_order
1121,13,132,2021-12-28,821,ec_order
1122,212,-104,2023-05-06,1065,qr_order
1123,173,-371,2022-02-02,2588,mobile_order
1124,93,64,2022-03-26,408,ec_order
1125,236,73,2022-07-07,2114,mobile_order
1126,134,-557,2021-04-10,2984,qr_order
1127,282,538,2021-05-20,519,ec_order
1128,117,546,2023-05-26,985,ec_order
1129,179,22,2022-04-29,211,ec_order
1130,146,-941,2022-10-18,2121,qr_order
1131,13,185,2022-08-24,1117,ec_order
1132,152,-24,2021-04-05,2114,ec_order
1133,163,907,2021-09-13,117,qr_order
1134,206,661,2021-10-11,504,ec_order
1135,35,-609,2022-07-30,1639,ec_order
1136,20,758,2021-05-21,699,mobile_order
1137,82,117,2023-11-02,1736,mobile_order
1138,150,647,2021-12-02,2035,qr_order
1139,19,540,2022-06-13,2107,qr_order
1140,4,603,2023-02-24,531,qr_order
1141,242,301,2021-02-20,731,ec_order
1142,94,195,2021-04-01,1810,mobile_order
1143,112,-106,2023-01-01,2433,qr_order
1144,294,-811,2023-01-25,1870,ec_order
1145,270,-958,2023-07-12,935,mobile_order
1146,288,77,2023-06-22,1361,mobile_order
1147,279,882,2021-10-28,1926,ec_order
1148,251,-71,2022-06-12,1740,qr_order
1149,264,-712,2022-03-31,868,qr_order
1150,124,524,2021-10-10,2309,qr_order
1151,139,-587,2023-07-24,2645,mobile_order
1152,51,-71,2021-10-26,831,mobile_order
1153,87,429,2022-03-16,1446,qr_order
1154,59,-520,2022-04-26,1803,qr_order
1155,155,-409,2021-04-10,1550,ec_order
1156,109,345,2022-05-19,1718,qr_order
1157,9,528,2022-09-12,1006,qr_order
1158,33,-585,2022-06-22,383,ec_order
1159,166,287,2022-03-08,972,qr_order
1160,171,-526,2023-05-01,2314,ec_order
1161,194,963,2023-01-29,2143,qr_order
1162,108,-165,2021-08-11,1760,mobile_order
1163,210,51,2023-07-13,1154,qr_order
1164,241,-13,2021-02-24,2,mobile_order
1165,75,461,2021-01-04,2755,qr_order
1166,78,-5,2022-07-12,1109,mobile_order
1167,5,169,2021-07-22,271,ec_order
1168,280,476,2023-06-01,45,ec_order
1169,91,-538,2021-03-04,908,qr_order
1170,147,-23,2021-02-04,62,qr_order
1171,226,-661,2023-07-13,977,mobile_order
1172,196,-966,2023-02-12,1211,ec_order
1173,26,0,2022-09-01,2900,mobile_order
1174,138,846,2021-08-26,1452,ec_order
1175,192,124,2021-07-12,1242,qr_order
1176,159,3,2021-07-06,1110,ec_order
1177,7,-141,2021-11-13,1913,ec_order
1178,116,270,2022-01-20,995,mobile_order
1179,22,282,2022-08-26,411,ec_order
1180,173,361,2022-08-23,46,mobile_order
1181,83,951,2022-03-21,346,ec_order
1182,69,786,2023-05-05,150,mobile_order
1183,148,337,2023-03-09,77,qr_order
1184,65,-55,2022-03-16,2044,qr_order
1185,175,-645,2023-08-01,2195,ec_order
1186,198,456,2023-09-12,242,mobile_order
1187,16,403,2023-05-21,1753,mobile_order
1188,40,275,2023-09-14,500,qr_order
1189,291,752,2021-04-02,1053,ec_order
1190,212,-300,2023-12-12,2998,ec_order
1191,250,987,2023-09-21,1578,mobile_order
1192,27,533,2021-09-04,426,qr_order
1193,112,703,2022-08-11,1256,ec_order
1194,101,469,2021-06-09,2708,mobile_order
1195,266,-753,2023-04-08,1199,ec_order
1196,224,950,2023-08-22,182,ec_order
1197,128,-250,2021-07-27,1802,qr_order
1198,242,363,2023-11-01,685,qr_order
1199,71,715,2022-11-25,578,mobile_order
1200,173,563,2021-01-18,2749,ec_order
1201,208,187,2021-02-10,1734,mobile_order
1202,78,-845,2023-07-18,2665,ec_order
1203,87,-888,2021-07-10,716,mobile_order
1204,232,64,2021-10-23,46,mobile_order
1205,83,-104,2022-02-27,711,qr_order
1206,141,867,2021-05-30,1776,qr_order
1207,143,-147,2023-07-12,1273,ec_order
1208,167,412,2021-02-21,191,qr_order
1209,255,-824,2023-08-07,2232,qr_order
1210,60,-233,2022-12-11,1100,mobile_order
1211,191,-495,2021-11-10,70,mobile_order
1212,262,771,2021-11-18,1892,ec_order
1213,292,-709,2023-04-19,2150,ec_order
1214,160,-685,2022-11-05,2409,mobile_order
1215,40,587,2023-07-21,671,mobile_order
1216,50,-289,2022-12-31,415,qr_order
1217,155,-502,2022-04-07,1102,mobile_order
1218,176,671,2022-02-18,719,qr_order
1219,226,-743,2021-04-07,1683,qr_order
1220,180,861,2021-01-13,1551,ec_order
1221,243,-356,2021-07-07,525,qr_order
1222,197,-694,2022-11-28,259,mobile_order
1223,6,-59,2022-02-07,445,ec_order
1224,285,-962,2023-11-11,983,qr_order
1225,67,224,2023-04-03,1130,ec_order
1226,130,-433,2023-12-17,1698,ec_order
1227,227,301,2021-02-12,2121,qr_order
1228,96,-391,2023-04-16,1415,ec_order
1229,80,773,2022-07-28,2580,ec_order
1230,153,566,2023-01-16,2634,mobile_order
1231,277,829,2023-04-20,974,qr_order
1232,285,-68,2022-06-22,1839,qr_order
1233,1,550,2021-07-27,2134,mobile_order
1234,49,-150,2023-02-21,1330,ec_order
1235,175,353,2021-05-20,1332,qr_order
1236,182,462,2022-03-25,1927,mobile_order
1237,37,608,2021-02-14,949,ec_order
1238,208,-230,2023-07-14,826,qr_order
1239,210,621,2021-10-29,1025,mobile_order
1240,93,-942,2022-06-23,1067,qr_order
1241,95,136,2022-01-08,2828,qr_order
1242,240,191,2021-08-27,919,mobile_order
1243,228,-709,2023-05-29,2582,mobile_order
1244,65,194,2022-11-30,660,qr_order
1245,249,-159,2022-04-07,278,ec_order
1246,15,-400,2021-06-13,1210,ec_order
1247,182,-703,2021-08-04,1144,qr_order
1248,28,-420,2023-10-13,1616,qr_order
1249,102,858,2022-10-05,2439,mobile_order
1250,26,653,2021-09-05,2763,ec_order
1251,202,111,2023-07-28,370,ec_order
1252,124,63,2021-06-23,1584,ec_order
1253,172,248,2021-08-13,425,qr_order
1254,299,857,2021-06-27,2581,mobile_order
1255,118,-456,2022-04-13,937,mobile_order
1256,92,-870,2021-03-28,658,ec_order
1257,63,-166,2021-06-27,400,qr_order
1258,286,-562,2021-02-04,497,ec_order
1259,82,145,2022-03-28,952,ec_order
1260,64,818,2021-04-03,489,ec_order
1261,115,408,2023-02-26,1006,mobile_order
1262,193,800,2021-06-15,1277,mobile_order
1263,138,-988,2021-09-25,1697,ec_order
1264,186,180,2023-06-25,392,mobile_order
1265,207,-378,2022-10-02,1274,qr_order
1266,252,-954,2023-02-11,1182,qr_order
1267,43,56,2021-01-22,27,qr_order
1268,53,-105,2022-12-23,1301,qr_order
1269,211,95,2023-06-30,2174,qr_order
1270,94,-605,2023-04-29,2417,qr_order
1271,8,728,2021-05-23,434,mobile_order
1272,125,-874,2022-04-29,920,ec_order
1273,187,-197,2021-02-11,1642,qr_order
1274,148,784,2021-08-24,386,mobile_order
1275,46,-777,2023-04-28,2239,mobile_order
1276,96,-688,2023-06-28,2732,qr_order
1277,90,590,2023-07-20,2246,mobile_order
1278,33,-571,2023-05-29,2820,mobile_order
1279,193,-944,2022-06-26,1688,ec_order
1280,267,-611,2021-03-01,654,qr_order
1281,238,-658,2021-03-10,1831,ec_order
1282,41,829,2021-03-14,193,mobile_order
1283,245,-190,2021-05-28,680,qr_order
1284,60,-829,2021-12-06,974,mobile_order
1285,145,-654,2022-07-12,941,ec_order
1286,8,508,2021-01-08,1910,qr_order
1287,70,-484,2021-07-20,832,qr_order
1288,40,357,2023-12-16,553,mobile_order
