order_id,user_id,coupon_id,order_date,pickup_store_id,total_amount
539,161,667,2021-09-11 06:01:57,47,1716.94
540,354,20,2021-11-11 04:41:05,100,1911.51
541,138,164,2021-06-23 14:47:20,6,4071.5
542,109,873,2021-04-20 03:57:36,63,945.96
543,488,538,2022-04-03 16:55:18,69,2385.47
544,55,182,2022-06-21 23:50:24,8,7222.08
545,248,935,2022-12-28 14:01:27,89,6071.93
546,181,448,2021-09-26 21:38:38,43,9524.4
547,210,211,2023-03-02 13:12:57,41,5573.49
548,205,716,2021-05-06 12:41:15,13,2340.64
549,91,511,2022-11-15 20:43:57,94,2258.41
550,121,,2023-06-10 13:23:06,14,3815.99
551,55,437,2021-11-15 07:18:59,5,8432.44
552,303,305,2022-10-18 11:07:04,98,2895.44
553,325,919,2022-09-19 11:05:24,73,1091.96
554,439,516,2022-08-07 06:13:07,36,7898.9
555,46,63,2021-07-17 12:11:41,38,3942.98
556,216,825,2023-07-12 20:08:03,1,6462.83
557,365,477,2023-03-15 02:09:03,97,5123.28
558,106,168,2023-08-12 02:57:01,41,6746.56
559,339,193,2022-08-13 08:58:24,95,7118.98
560,15,869,2021-06-12 16:57:33,82,2881.41
561,25,497,2021-10-16 21:53:17,85,2077.6
562,27,73,2021-12-20 07:12:32,48,2095.17
563,289,134,2023-01-29 20:24:06,90,4126.96
564,167,394,2022-11-10 18:14:02,97,5218.7
565,3,587,2022-08-28 18:39:11,83,1219.97
566,440,926,2021-02-16 01:25:26,89,1422.8
567,277,925,2022-01-24 21:17:10,45,5489.78
568,330,110,2021-09-01 12:46:42,97,2477.31
569,118,229,2022-09-28 14:46:13,10,4220.58
570,18,892,2023-04-18 10:18:56,37,8278.84
571,244,418,2023-01-18 05:33:40,9,5378.64
572,273,781,2021-10-02 15:40:18,38,994.95
573,324,505,2021-06-28 10:29:05,90,1368.36
574,47,306,2023-04-10 01:37:46,80,3307.23
575,78,666,2023-02-28 04:37:33,49,5072.74
576,307,309,2023-11-12 10:43:30,57,9629.81
577,389,540,2022-01-30 07:25:26,23,5692.04
578,357,124,2022-11-11 22:18:23,88,1097.4
579,397,72,2023-03-13 13:35:05,89,6797.42
580,34,738,2022-10-22 01:46:27,82,5564.24
581,114,448,2023-08-21 10:57:21,34,3532.18
582,369,434,2022-04-16 07:38:07,11,3447.62
583,321,709,2023-12-19 22:31:33,8,155.1
584,345,,2021-08-04 13:42:32,92,9578.54
585,306,833,2022-04-03 10:35:14,42,1843.8
586,347,388,2023-04-12 22:43:07,49,4907.73
587,338,194,2022-09-17 16:03:03,19,5541.57
588,92,143,2022-08-23 08:20:20,41,1767.2
589,98,359,2021-02-17 23:35:06,56,3200.05
590,489,950,2022-03-17 00:07:55,87,2860.28
591,15,76,2023-03-14 13:35:23,54,4634.06
592,38,927,2021-02-24 21:46:47,97,6559.11
593,310,19,2023-07-06 19:24:28,57,182.51
594,62,267,2023-03-06 01:08:00,64,6773.38
595,236,704,2022-01-27 17:31:08,68,8931.88
596,84,709,2021-12-28 09:25:52,10,5294.79
597,198,232,2021-04-03 16:14:56,25,8718.57
598,413,322,2022-12-28 07:53:39,80,4925.21
599,367,86,2023-04-30 03:34:55,28,5717.43
600,339,827,2021-05-21 06:04:47,93,4373.59
601,90,148,2023-07-10 12:01:56,95,9759.05
602,314,954,2023-07-09 00:46:14,94,9205.87
603,345,684,2023-06-02 15:14:21,9,6781.2
604,201,224,2022-07-21 23:41:42,88,2915.98
605,464,,2021-03-09 20:37:11,36,3555.03
606,144,416,2023-03-24 22:22:49,88,3347.01
607,73,54,2023-06-12 22:39:35,52,3214.93
608,351,962,2021-09-03 23:49:36,67,8152.83
609,227,288,2021-12-08 16:34:17,81,633.92
610,492,7,2022-01-02 14:42:50,83,2645.55
611,440,785,2023-11-21 11:25:26,51,5644.06
612,361,895,2022-10-31 02:26:07,59,2689.48
613,48,75,2022-05-13 12:24:46,31,2942.08
614,102,791,2022-02-08 06:14:47,82,3543.38
615,356,610,2021-02-26 13:34:51,39,1987.34
616,454,,2022-01-13 07:06:54,57,9534.19
617,113,890,2023-08-10 08:12:19,5,7880.59
618,432,608,2023-03-18 01:21:58,31,3821.29
619,145,69,2022-04-26 10:47:59,59,5169.85
620,136,389,2021-04-12 19:07:19,13,9432.37
621,463,539,2022-01-16 13:39:45,54,4436.6
622,442,568,2023-07-13 19:53:12,34,2069.36
623,473,560,2022-05-11 09:54:05,91,7823.01
624,242,45,2021-10-17 14:41:05,94,6959.74
625,481,832,2022-09-18 19:36:30,2,1337.43
626,86,741,2022-05-05 09:53:23,2,3055.58
627,132,628,2021-04-24 12:32:45,77,1879.39
628,173,68,2022-02-07 03:15:50,52,5357.47
629,363,808,2023-10-02 11:33:23,9,966.69
630,482,777,2022-04-12 05:49:21,68,7045.25
631,314,117,2023-12-21 04:23:19,46,4799.38
632,108,196,2022-05-14 22:59:29,45,5544.8
633,381,65,2021-05-20 06:39:57,26,7625.44
634,188,709,2023-04-06 09:08:22,50,7233.92
635,376,424,2022-05-21 02:39:14,95,4290.83
636,83,736,2021-02-16 23:10:58,100,3478.24
637,91,624,2023-07-07 03:21:27,55,9586.44
638,175,594,2023-04-09 13:40:55,10,5831.14
639,477,755,2022-03-31 05:42:11,76,3738.72
640,430,591,2023-10-11 22:28:49,7,8077.8
641,433,779,2022-12-28 04:14:50,61,6970.58
642,221,844,2022-12-29 12:43:58,74,5287.75
643,197,39,2021-05-31 18:46:41,93,7452.51
644,380,906,2022-12-01 04:20:15,60,359.9
645,288,,2023-01-08 04:40:27,84,949.47
646,57,325,2021-03-17 18:04:50,51,7178.31
647,279,601,2021-01-26 22:45:55,59,9929.39
648,427,720,2021-08-05 02:04:24,15,5154.65
649,341,399,2022-09-30 21:47:56,53,4916.43
650,235,673,2021-10-02 12:55:23,63,518.05
651,16,4,2021-06-25 19:56:16,9,2701.27
652,488,502,2021-01-05 16:34:10,35,6736.01
653,27,549,2022-01-07 12:42:25,30,8436.72
654,10,309,2022-09-07 19:36:32,75,4867.81
655,409,382,2022-10-03 17:16:39,39,8609.91
656,140,482,2023-08-30 14:14:45,57,1544.89
657,104,728,2023-04-07 04:53:22,51,9440.34
658,388,56,2021-01-12 07:58:59,49,4678.0
659,334,971,2022-06-22 17:23:36,30,8498.39
660,13,256,2023-07-31 18:17:55,77,4468.64
661,278,891,2023-04-03 15:13:12,11,1167.11
662,465,810,2023-12-08 15:58:19,38,4120.27
663,460,3,2023-04-12 17:24:11,61,8289.27
664,398,303,2023-05-28 23:36:19,67,4936.22
665,108,289,2023-02-19 14:20:55,97,9764.8
666,53,254,2022-08-15 05:59:02,92,3305.23
667,395,180,2021-08-07 17:59:26,85,7894.31
668,38,673,2023-01-11 21:58:30,30,5309.05
669,55,305,2021-04-05 02:59:12,45,392.4
670,335,993,2023-08-20 18:27:09,3,3087.62
671,100,972,2021-11-30 09:43:10,48,5380.48
672,461,224,2023-09-03 13:24:21,71,1683.11
673,355,572,2022-08-13 22:52:24,38,3762.55
674,146,97,2023-06-27 16:38:11,32,2069.79
675,318,702,2022-03-03 13:39:21,48,1508.25
676,121,904,2021-10-09 19:21:04,41,1909.04
677,308,194,2022-10-24 12:41:09,56,9040.23
678,300,655,2023-01-16 11:37:55,45,9086.54
679,332,984,2021-02-19 07:12:26,67,8797.85
680,290,239,2023-10-17 02:32:19,79,6005.73
681,126,458,2022-12-21 07:03:04,47,7237.68
682,218,892,2023-02-06 16:34:50,45,4351.09
683,326,425,2021-05-22 06:43:29,80,1061.11
684,268,844,2023-09-05 03:01:25,53,3975.3
685,464,119,2021-02-08 22:47:15,68,2726.2
686,471,917,2023-03-20 02:25:33,17,2637.8
687,418,7,2023-06-22 17:56:19,97,1983.83
688,496,522,2022-06-29 21:46:45,20,8513.53
689,375,,2023-12-23 07:17:13,12,4407.63
690,394,174,2021-09-07 12:03:47,5,2857.41
691,369,99,2022-05-31 19:08:32,31,5652.26
692,276,825,2022-05-31 11:51:24,97,365.08
693,143,806,2022-12-22 20:23:24,15,6837.55
694,396,188,2022-07-25 18:48:03,33,5154.77
695,42,397,2021-07-19 12:01:47,45,7287.25
696,157,562,2022-09-12 17:46:23,44,7007.32
697,318,846,2022-10-07 00:16:08,39,2367.68
698,316,561,2021-08-17 21:05:16,31,2589.19
699,188,679,2021-03-27 21:24:09,92,3435.53
700,295,,2022-09-24 13:37:39,13,9264.09
701,3,450,2022-05-11 17:28:30,23,3035.54
702,194,984,2021-03-30 01:29:27,18,9271.43
703,321,942,2023-10-24 20:42:58,53,9138.8
704,180,974,2023-07-04 12:06:03,32,2361.33
705,39,821,2023-02-18 11:13:17,8,4399.8
706,201,489,2023-09-28 16:12:07,14,4936.39
707,281,201,2023-11-24 23:44:27,68,210.75
708,183,238,2023-10-21 17:04:44,49,1862.05
709,31,67,2023-01-11 13:56:02,45,6338.85
710,418,310,2023-09-14 21:26:26,81,9696.32
711,12,137,2023-05-04 02:08:32,99,5237.95
712,143,786,2022-12-03 06:44:42,11,9877.93
713,330,783,2021-08-08 19:33:57,12,4136.14
714,449,630,2021-06-09 11:19:01,41,1435.64
715,61,799,2021-08-26 13:08:36,11,4078.03
716,418,57,2022-09-22 14:03:22,35,3413.08
717,456,434,2021-06-29 02:17:29,59,3570.96
718,93,281,2022-06-30 13:35:10,19,3310.8
719,129,883,2023-07-10 17:19:18,32,9187.6
720,399,298,2021-12-12 05:41:26,44,8748.0
721,396,539,2021-01-19 21:07:31,88,4799.29
722,329,574,2022-08-03 10:55:55,96,3855.21
723,348,857,2021-02-09 00:14:02,88,1200.62
724,180,276,2021-06-10 23:29:12,10,1316.46
725,454,562,2023-02-17 06:10:14,92,3023.29
726,412,632,2023-12-30 05:04:12,63,4254.44
727,87,896,2023-04-06 20:08:42,12,9361.97
728,34,693,2022-07-24 18:11:20,10,7883.45
729,444,,2023-02-27 19:15:11,79,5221.75
730,381,482,2022-07-02 00:48:35,24,6211.86
731,312,406,2021-03-11 20:44:50,38,6415.29
732,162,727,2023-04-22 21:30:24,82,6962.13
733,164,260,2022-10-20 08:47:56,43,4648.02
734,347,563,2022-03-01 00:46:30,9,6707.14
735,64,344,2022-07-21 11:07:25,82,5902.18
736,28,386,2023-07-14 16:38:31,9,3652.87
737,57,681,2022-11-04 04:02:33,66,3239.06
738,9,894,2021-06-03 09:12:58,90,3818.78
739,168,740,2021-05-27 03:48:51,30,374.44
740,138,734,2021-09-05 22:08:29,84,2033.55
741,174,77,2022-06-25 00:10:37,33,3402.54
742,163,763,2023-08-04 00:04:55,78,1128.74
743,280,605,2022-06-24 00:39:46,97,2207.1
744,1,852,2022-10-12 18:00:57,91,1691.07
745,39,99,2021-06-28 06:10:15,4,2957.3
746,388,862,2022-10-31 21:02:26,2,8975.97
747,168,894,2021-06-30 00:38:21,60,4461.05
748,236,484,2023-05-14 15:37:54,52,3269.08
749,154,69,2023-10-11 16:15:14,12,6490.64
750,315,131,2023-11-23 06:51:47,73,8815.64
751,17,343,2021-04-23 08:08:59,30,7820.71
752,365,375,2022-04-14 20:23:09,45,2421.71
753,493,70,2023-12-01 11:13:42,13,6078.93
754,156,979,2023-09-08 19:50:13,74,4552.01
755,34,423,2021-09-22 21:38:25,28,7524.2
756,356,716,2023-04-04 09:22:02,66,2424.81
757,122,283,2022-08-28 08:22:23,92,6365.06
758,456,741,2021-08-25 15:11:15,84,6192.43
759,410,408,2022-10-03 16:10:07,89,251.52
760,362,184,2021-12-23 00:03:43,74,9653.99
761,253,315,2022-03-24 12:06:54,15,3114.76
762,18,921,2021-09-30 09:51:28,57,5360.87
763,306,,2021-07-08 10:13:04,18,5136.96
764,69,311,2023-03-14 09:12:53,14,5771.0
765,316,599,2023-12-05 22:47:11,5,7276.43
766,340,857,2022-04-17 15:09:00,87,1966.0
767,490,58,2023-07-30 05:24:23,7,8221.71
768,394,534,2023-03-01 03:04:41,6,1240.31
769,247,313,2023-11-29 09:04:19,84,9644.3
770,284,532,2021-02-19 01:42:03,78,7276.5
771,222,154,2022-09-21 17:05:54,96,4208.17
772,209,487,2022-10-27 16:45:57,93,8223.16
773,308,196,2021-06-22 05:02:22,2,7928.52
774,397,856,2021-12-23 16:23:06,63,3010.96
775,17,444,2021-09-05 12:46:35,96,7071.18
776,388,648,2022-06-26 15:24:31,22,2969.19
777,252,683,2021-05-09 13:37:33,83,2856.75
778,235,42,2021-08-08 19:38:33,16,4485.11
779,417,929,2022-01-01 14:22:23,99,4377.22
780,424,721,2023-02-07 01:50:49,53,9463.39
781,131,706,2022-06-03 10:24:46,82,8238.45
782,155,213,2023-05-16 01:39:50,91,8289.57
783,234,296,2022-11-21 22:16:39,2,9347.12
784,249,,2022-03-17 17:12:17,80,4360.1
785,201,863,2022-12-05 01:27:09,48,4102.68
786,249,282,2022-03-25 17:08:17,12,7103.53
787,447,951,2022-12-05 19:43:09,72,7129.29
788,448,73,2021-02-01 12:18:11,47,528.83
789,161,943,2021-01-25 02:34:33,88,5029.82
790,47,747,2021-05-14 21:41:40,47,6212.26
791,298,654,2023-01-26 08:49:15,31,7293.94
792,265,806,2022-02-18 07:20:25,17,9883.85
793,97,590,2023-11-02 18:14:28,69,7841.05
794,26,463,2023-06-06 05:33:02,16,2180.79
795,50,765,2022-03-23 19:15:45,23,2929.39
796,10,165,2022-11-06 10:28:01,6,913.6
797,482,711,2023-07-21 01:14:23,71,728.57
798,74,620,2021-05-23 19:48:10,36,2308.45
799,127,282,2023-11-13 23:57:24,45,9710.6
800,365,85,2022-07-21 07:25:37,17,6076.57
801,43,329,2022-01-10 06:32:19,67,8471.3
802,87,59,2023-09-09 13:36:11,22,4227.0
803,266,169,2021-12-15 14:59:45,26,3728.4
804,383,180,2022-09-16 23:22:33,22,1696.15
805,356,437,2022-03-21 03:56:15,23,7171.02
806,17,351,2022-11-04 07:43:12,10,7172.91
807,241,951,2022-06-23 06:25:30,98,5100.31
808,224,342,2023-07-13 04:47:13,83,5416.48
809,457,10,2022-06-07 14:46:48,77,8691.35
810,93,79,2021-04-03 02:02:05,12,8062.27
811,448,,2022-11-26 05:46:50,65,985.76
812,223,666,2022-11-21 22:00:26,97,5650.06
813,371,684,2023-09-30 21:50:21,24,9983.99
814,295,375,2021-10-12 19:35:46,67,2044.32
815,384,732,2022-05-14 19:46:20,68,8342.96
816,255,964,2022-01-23 16:16:55,74,2448.95
817,155,361,2022-02-13 03:52:35,15,3622.65
818,63,903,2022-05-25 07:19:28,67,6675.32
819,169,437,2023-11-21 08:38:01,23,4518.24
820,255,25,2022-09-09 19:21:23,92,7095.98
821,235,371,2023-09-08 00:32:08,61,6793.67
822,156,716,2022-07-04 12:59:30,6,581.28
823,381,64,2022-01-28 18:56:15,96,339.94
824,297,855,2022-02-11 20:53:25,3,4073.96
825,139,584,2023-01-03 18:03:20,6,7371.5
826,229,,2023-03-28 15:51:00,92,2247.38
827,387,358,2023-10-29 16:25:29,76,662.04
828,254,667,2023-01-14 22:22:16,39,7074.43
829,46,608,2023-08-19 12:30:11,73,8613.85
830,103,350,2023-12-07 16:47:24,49,8112.64
831,186,149,2022-06-10 12:14:32,44,4228.03
832,206,471,2022-10-14 18:18:40,67,5010.53
833,137,110,2021-06-13 22:09:13,86,4747.36
834,161,789,2023-12-29 14:38:39,50,8337.24
835,63,757,2021-01-26 08:38:23,88,6751.85
836,442,827,2021-01-28 17:19:14,80,2857.11
837,352,719,2022-04-30 01:21:23,63,4209.0
838,494,943,2021-12-23 12:36:39,41,3708.89
839,146,763,2021-12-04 16:32:57,21,5108.31
840,221,698,2023-08-19 21:14:32,21,5095.44
841,336,637,2023-05-24 04:35:00,35,1296.47
842,287,567,2021-08-16 01:12:57,68,2751.88
843,162,858,2021-10-04 19:43:19,43,7640.6
844,191,458,2021-05-29 05:21:48,95,4026.76
845,112,135,2023-01-26 10:05:21,73,4739.57
846,227,866,2023-03-13 06:43:15,3,8141.45
847,457,749,2022-06-16 14:20:34,33,3849.35
848,52,457,2022-10-01 22:05:29,9,7955.32
849,65,387,2023-08-01 09:28:14,33,4028.72
850,21,493,2022-07-25 11:47:01,12,6791.79
851,440,571,2022-07-07 02:53:32,17,3779.45
852,10,316,2022-08-03 05:12:34,57,8326.28
853,187,879,2023-01-07 23:40:58,76,3050.89
854,56,751,2022-12-15 04:09:20,97,2839.5
855,50,765,2022-04-17 15:12:39,86,3008.68
856,153,688,2022-07-27 13:12:56,48,7075.86
857,8,668,2021-02-23 10:05:01,70,3445.42
858,378,497,2022-10-06 14:15:22,68,3714.88
859,324,981,2021-02-09 04:40:41,32,4919.55
860,428,,2021-03-04 04:13:16,65,9057.82
861,436,432,2023-02-17 05:41:13,4,4971.18
862,2,323,2022-05-21 19:36:15,94,7917.66
863,248,24,2021-12-04 20:20:30,87,6804.77
864,466,498,2023-05-01 07:37:47,90,6846.89
865,69,984,2023-10-17 22:29:54,10,2646.07
866,152,863,2023-03-06 10:49:37,57,5907.2
867,320,418,2023-11-08 15:07:00,1,131.84
868,273,151,2021-07-24 03:25:54,66,6699.87
869,200,621,2022-10-03 16:20:00,87,362.5
870,432,301,2022-09-03 15:42:27,25,8930.88
871,84,851,2021-08-26 09:26:31,68,7387.26
872,154,885,2022-09-06 13:09:30,87,1952.9
873,8,802,2023-11-15 11:23:56,30,7901.46
874,42,321,2023-10-18 04:55:55,30,6410.58
875,480,218,2022-04-18 18:58:54,56,4759.96
876,65,113,2021-08-26 11:12:29,90,4229.27
877,217,201,2021-08-02 10:48:25,13,3871.53
878,2,130,2021-10-22 01:14:43,99,6988.37
879,428,749,2021-08-21 11:27:09,45,3264.83
880,133,602,2023-07-22 09:32:31,75,8756.69
881,352,423,2021-10-30 07:23:19,68,7284.3
882,120,40,2022-09-12 23:02:28,74,4526.34
883,443,642,2023-08-25 09:32:36,100,1034.86
884,143,,2023-04-13 17:33:08,29,4065.19
885,448,751,2023-03-27 03:29:38,82,934.57
886,126,503,2021-01-23 12:18:00,89,1510.24
887,266,692,2021-06-16 07:58:09,34,6632.25
888,195,346,2022-03-02 21:44:24,92,2725.84
889,199,752,2023-01-07 05:30:56,47,5640.5
890,186,275,2022-09-27 16:46:57,12,8405.04
891,269,338,2023-09-27 10:41:32,25,9773.3
892,322,853,2022-03-24 04:03:05,56,9455.05
893,150,644,2022-01-06 07:07:42,50,2635.19
894,168,495,2021-09-06 06:59:20,87,1008.47
895,219,978,2021-08-11 23:49:42,31,9918.93
896,29,108,2023-10-02 21:31:22,99,9043.24
897,445,2,2023-10-22 16:36:30,3,8239.33
898,259,789,2021-03-08 06:22:31,33,5827.45
899,38,30,2022-08-03 12:38:05,75,7651.48
900,49,380,2022-08-05 09:09:10,98,3329.94
901,48,661,2022-04-26 15:25:29,93,8387.6
902,193,284,2022-01-31 04:44:46,20,5928.66
903,42,431,2021-04-12 03:39:19,41,349.46
904,101,,2021-01-19 21:25:46,66,7218.52
905,241,,2022-05-03 09:58:31,29,3684.15
906,135,237,2021-06-23 12:01:08,91,5399.05
907,184,397,2021-02-23 06:23:50,66,8904.88
908,346,,2023-12-01 12:23:02,64,3182.26
909,284,591,2021-04-01 03:35:47,8,3077.97
910,269,719,2021-11-24 18:38:54,33,8301.71
911,431,69,2021-07-17 10:29:08,67,4451.04
912,11,601,2021-12-13 14:39:42,31,5812.49
913,463,100,2022-09-17 23:30:24,10,5391.5
914,184,666,2021-05-11 01:43:36,94,5308.51
915,42,278,2022-02-24 09:59:42,5,6031.6
916,57,906,2023-08-21 05:29:24,70,6745.87
917,318,601,2023-05-19 23:44:15,93,9104.35
918,351,17,2021-08-16 00:58:41,44,3451.69
919,22,851,2022-09-26 00:25:27,17,3088.1
920,115,405,2021-02-28 17:18:08,7,4305.42
921,339,837,2023-02-25 19:37:46,98,5781.52
922,201,299,2021-11-27 03:31:48,19,3022.99
923,36,727,2021-09-20 21:34:08,67,7218.53
924,40,858,2023-01-11 16:48:08,68,4651.58
925,401,383,2021-01-03 09:28:10,12,3657.7
926,103,,2021-08-09 02:47:19,51,3770.29
927,4,188,2022-06-16 15:29:55,1,3479.38
928,300,369,2022-06-05 15:38:15,37,7626.17
929,289,385,2023-12-02 15:50:17,100,4235.48
930,471,617,2022-11-10 06:39:08,10,1841.26
931,1,951,2022-05-28 19:29:26,6,1281.87
932,98,597,2023-12-02 23:28:34,98,2312.49
933,133,730,2023-12-08 19:49:53,7,3580.34
934,381,126,2023-09-25 12:22:14,71,3288.81
935,9,828,2022-12-10 03:40:04,11,3133.3
936,200,806,2022-05-20 03:45:03,89,7868.37
937,227,756,2023-10-09 01:22:21,8,9570.25
938,123,957,2022-06-02 09:42:42,56,8334.65
939,307,573,2023-12-07 17:13:43,24,7358.56
940,340,,2023-03-03 03:54:09,57,8753.2
941,489,435,2021-01-21 04:49:19,18,7496.61
942,112,340,2023-05-05 08:18:33,67,4541.51
943,305,264,2023-06-29 19:27:23,87,6060.37
944,79,342,2023-03-22 12:12:16,21,8242.59
945,2,999,2021-10-22 11:25:54,7,191.05
946,183,96,2022-01-03 06:29:01,75,3840.87
947,343,633,2022-08-21 02:24:03,97,3808.76
948,61,,2021-09-24 19:56:46,83,5311.27
949,150,,2021-07-20 20:32:25,65,8866.69
950,41,,2022-09-07 13:22:15,2,9330.13
951,26,244,2021-02-27 11:11:00,69,8710.75
952,364,194,2021-03-15 13:46:27,11,1798.67
953,55,100,2023-05-30 10:02:06,100,112.3
954,412,458,2022-09-23 08:11:55,17,446.27
955,214,717,2022-01-28 06:41:04,95,1147.09
956,213,168,2022-12-20 14:38:28,42,3771.08
957,394,3,2022-01-05 06:36:08,58,1422.09
958,106,691,2023-11-24 06:51:19,71,580.13
959,119,638,2021-03-19 22:18:40,2,4976.85
960,497,189,2022-09-30 03:54:59,65,5433.47
961,1,364,2022-10-02 00:07:47,25,8359.96
962,35,816,2022-11-21 02:30:46,53,8427.02
963,342,759,2021-03-30 12:10:52,67,1117.82
964,121,56,2022-08-25 08:29:49,54,7079.17
965,479,757,2021-11-27 03:56:00,97,5174.6
966,346,312,2022-09-25 13:43:50,43,7143.46
967,52,241,2022-10-14 01:00:37,25,7853.65
968,496,165,2021-02-01 07:04:20,95,5749.25
969,296,85,2023-02-01 20:13:15,19,2600.55
970,108,550,2021-12-09 14:58:46,64,429.44
971,159,753,2021-07-21 10:05:32,37,3371.01
972,297,334,2023-09-30 05:37:50,6,5720.69
973,457,491,2023-10-07 05:51:22,19,4888.63
974,317,630,2021-05-03 18:00:17,42,9277.13
975,97,83,2021-04-23 10:19:02,35,7175.18
976,209,585,2021-04-18 18:21:56,94,7222.01
977,271,598,2022-07-08 01:59:15,73,1351.32
978,279,333,2021-04-19 19:07:33,57,5201.41
979,453,30,2021-03-07 20:58:30,36,4624.69
980,177,40,2021-05-03 08:35:47,60,538.38
981,26,881,2023-05-22 19:33:58,15,7294.16
982,307,330,2021-10-14 10:19:45,64,5362.7
983,383,117,2022-04-30 07:17:40,14,2422.18
984,393,104,2021-08-13 12:14:19,96,7170.04
985,85,425,2023-01-07 10:55:49,33,2828.02
986,41,491,2022-01-09 13:35:55,96,6785.01
987,346,934,2021-11-17 19:31:05,32,5108.68
988,413,848,2023-11-11 12:05:58,80,2708.13
989,308,960,2021-12-19 18:51:44,41,8274.76
990,202,869,2022-05-19 12:23:07,62,9653.92
991,57,388,2023-07-31 02:16:22,83,5575.35
992,307,,2023-11-29 22:32:43,47,812.46
993,25,356,2022-07-17 16:06:49,51,7574.58
994,263,282,2021-04-26 21:41:16,54,9141.14
995,33,616,2022-01-29 22:00:06,13,8161.93
996,399,587,2023-09-04 20:07:20,11,6887.4
997,84,580,2023-06-04 08:39:06,61,7525.19
998,355,829,2023-02-22 17:09:50,52,7849.37
999,446,36,2023-02-11 15:16:16,83,6741.81
1000,237,247,2021-06-24 02:18:31,77,2029.81
1001,163,650,2021-07-08 15:40:25,7,7583.79
1002,100,277,2021-07-13 17:31:46,66,625.85
1003,385,200,2022-09-01 22:57:25,98,8850.93
1004,337,681,2022-01-20 07:46:45,1,251.53
1005,166,677,2022-04-27 08:19:02,94,4622.57
1006,220,750,2023-03-14 19:03:43,85,6554.58
1007,306,561,2021-10-13 06:56:44,56,9981.55
1008,139,1,2022-03-10 18:46:13,65,1791.31
1009,132,760,2023-01-05 21:43:19,99,4601.37
1010,245,644,2022-10-28 11:06:39,89,1901.26
1011,479,531,2021-11-24 10:57:11,75,2946.4
1012,394,506,2023-02-10 05:44:57,93,8745.62
1013,458,678,2023-06-05 18:42:22,93,2173.51
1014,317,5,2023-11-01 20:00:06,24,1908.4
1015,91,781,2022-11-14 22:43:21,36,1866.18
1016,303,516,2022-08-16 11:34:28,80,1437.72
1017,171,28,2021-01-05 21:45:46,28,4043.4
1018,222,911,2021-08-14 02:36:47,61,4868.23
1019,173,,2022-07-22 08:22:19,40,645.27
1020,450,76,2023-05-15 05:01:34,100,6434.99
1021,439,180,2023-08-09 00:18:03,91,792.66
1022,281,660,2022-03-12 14:57:51,73,8423.13
1023,328,370,2021-06-07 00:31:04,24,5253.62
1024,44,471,2021-12-12 15:00:30,43,9141.7
1025,431,506,2021-01-30 01:14:08,2,1331.86
1026,109,827,2022-01-26 23:16:32,24,7392.34
1027,55,567,2021-10-10 20:17:01,54,5791.82
1028,181,96,2023-08-21 19:59:48,22,8238.25
1029,259,792,2023-06-09 05:22:35,83,2529.22
1030,377,,2022-04-20 04:55:23,25,4839.13
1031,68,,2021-09-25 06:46:02,7,5501.76
1032,43,163,2021-11-01 08:29:08,73,8486.43
1033,120,954,2022-07-10 23:51:06,20,463.7
1034,394,563,2022-03-14 15:31:30,46,6669.09
1035,492,800,2021-03-02 07:08:38,18,2996.03
1036,225,917,2021-05-09 22:03:32,31,8267.47
1037,56,985,2023-12-15 03:51:35,57,447.73
1038,277,982,2022-12-09 00:04:11,70,8338.4
1039,113,852,2023-02-28 15:00:04,34,9329.8
1040,370,746,2021-03-30 06:54:03,45,4926.28
1041,343,754,2021-01-22 10:36:16,30,726.72
1042,292,834,2021-05-15 00:53:28,18,2520.65
1043,21,473,2023-04-21 17:23:52,66,9761.37
1044,172,,2021-01-19 08:09:54,18,8964.4
1045,71,866,2021-12-09 13:54:43,30,6593.36
1046,6,377,2021-07-26 00:11:39,68,4690.21
1047,198,476,2023-07-02 19:26:58,89,1191.63
1048,488,166,2021-02-10 06:29:15,47,1527.39
1049,75,67,2022-07-09 03:18:05,64,8434.27
1050,219,900,2023-10-20 21:45:40,2,3057.33
1051,35,887,2021-09-23 15:38:05,57,2106.71
1052,430,472,2021-01-09 06:26:23,20,3796.33
1053,243,832,2021-07-02 16:00:28,44,6417.91
1054,496,884,2023-06-07 19:05:36,85,4177.34
1055,320,28,2022-08-02 20:59:11,37,3333.99
1056,283,477,2021-07-03 05:30:04,31,9335.81
1057,433,393,2023-05-08 10:54:07,5,2313.11
1058,61,858,2021-07-21 07:44:23,78,6842.62
1059,196,637,2023-09-12 00:17:22,96,8783.42
1060,440,80,2023-03-29 01:18:48,95,1574.49
1061,280,969,2023-05-08 20:52:46,74,5675.1
1062,293,52,2022-06-06 09:30:51,86,7691.94
1063,148,790,2023-11-27 22:22:42,34,1620.26
1064,206,473,2021-12-29 06:35:34,47,9675.91
1065,437,889,2021-03-06 09:52:15,7,1618.35
1066,71,841,2023-09-25 08:04:34,31,1729.22
1067,348,597,2021-02-15 06:01:16,5,9700.4
1068,359,852,2022-04-08 18:50:10,45,2149.72
1069,337,84,2023-02-01 23:45:16,57,7542.59
1070,371,,2023-01-05 08:11:18,10,6362.68
1071,275,585,2021-03-31 09:47:08,10,2065.16
1072,221,156,2021-03-03 13:04:49,36,9901.73
1073,103,871,2022-10-23 09:21:44,34,7697.74
1074,190,679,2023-04-26 06:59:20,100,9566.3
